Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
170000000043,1/1/2017  1:28:29 AM,Suspicious Person,No Report,,100blk Jackson Ln
,,,,,
170000000046,1/1/2017  1:40:30 AM,Assist EMS,No Report,"Raven, Kassondra",130 Jackson Ln
,,,,,
170000000047,1/1/2017  1:41:41 AM,Suspicious Vehicle,No Report,"Templeton, Brady",3939 S IH 35
,,,,,
170000000049,1/1/2017  1:46:41 AM,Attempt to Locate,No Contact,,Hwy 123/Wonder World Dr
,,,,,
170000000050,1/1/2017  1:49:02 AM,Investigation,Verbal Warning,"Hartman, Ryan",100 N Guadalupe St
,,,,,
170000000051,1/1/2017  1:49:53 AM,Investigation,No Report,"Templeton, Brady",3939 S IH 35
,,,,,
170000000052,1/1/2017  1:53:23 AM,Pedestrian Stop,Verbal Warning,"Hartman, Ryan",100BLK S Guadalupe St
,,,,,
170000000053,1/1/2017  1:55:41 AM,Foot Patrol,No Report,"Smith, Austin",San Antonio St/Guadalupe St
,,,,,
170000000054,1/1/2017  1:57:30 AM,Foot Patrol,No Report,"Mizanin, Rich",100 W Hopkins St
,,,,,
170000000055,1/1/2017  1:57:31 AM,Abduction/Kidnapping,No Report,"Putnam, Justin",209 Newberry Trl
,,,,,
170000000056,1/1/2017  2:01:11 AM,Assault,No Report,"Smith, Austin",1655 Mill St
,,,,,
170000000058,1/1/2017  2:10:04 AM,Investigation,No Report,"Smith, Austin",San Antonio St/Guadalupe St
,,,,,
170000000059,1/1/2017  2:10:30 AM,Disturbance - Phys/Fight,No Report,"Smith, Austin",1701 Mill St
,,,,,
170000000060,1/1/2017  2:12:45 AM,Investigation,Verbal Warning,"Verver, Elias",126 S Guadalupe St
,,,,,
170000000061,1/1/2017  2:14:59 AM,Disturbance - Phys/Fight,No Report,"Putnam, Justin",141 Silo St
,,,,,
170000000064,1/1/2017  2:19:21 AM,Suspicious Person,No Report,"Smith, Marcus",141 W Hopkins St
,,,,,
170000000066,1/1/2017  2:27:22 AM,Disturbance - Phys/Fight,No Contact,"Smith, Marcus",120 E San Antonio St
,,,,,
170000000067,1/1/2017  2:31:59 AM,Viol City Ordinance,Citation Issued,"Hartman, Ryan",242 N Lbj Dr
,,,,,
170000000069,1/1/2017  2:36:59 AM,Discharged Firearm,No Report,"Cormier, Claudia",650 River Rd
,,,,,
170000000070,1/1/2017  2:46:53 AM,Disturbance - Phys/Fight,No Report,"Putnam, Justin",512   Lockhart St
,,,,,
170000000071,1/1/2017  2:48:09 AM,Attempt to Locate,No Contact,"Smith, Marcus",Aquarena Springs Dr/University Dr
,,,,,
170000000072,1/1/2017  2:50:10 AM,Disturbance - Noise,Citation Issued,"Smith, Austin",1703 N IH 35
,,,,,
170000000074,1/1/2017  3:04:39 AM,Theft,Refer To COPR,"Wooten, Christopher",1701 Mill St
,,,,,
170000000075,1/1/2017  3:04:42 AM,Investigation,No Report,"Putnam, Justin",1150 E River Ridge Pkwy
,,,,,
170000000076,1/1/2017  3:09:21 AM,Disturbance - Noise,Unfounded,"Davidson, Travis",1818 Old Ranch Road 12
,,,,,
170000000079,1/1/2017  3:12:52 AM,Disturbance - Verbal,No Report,"Smith, Marcus",1716 Hofheinz St
,,,,,
170000000080,1/1/2017  3:13:16 AM,Viol City Ordinance,Verbal Warning,"Putnam, Justin",1150 E River Ridge Pkwy
,,,,,
170000000081,1/1/2017  3:13:47 AM,Suspicious Person,No Report,"Wooten, Christopher",1805 Aquarena Springs Dr
,,,,,
170000000082,1/1/2017  3:16:56 AM,Investigation,No Report,"Davidson, Travis",Edward Gary St/E San Antonio St
,,,,,
170000000083,1/1/2017  3:26:18 AM,Suspicious Vehicle,No Report,"Cormier, Claudia",216 E Hopkins St
,,,,,
170000000085,1/1/2017  3:30:38 AM,Missing Person,Cancelled,"Smith, Austin",609 Columbia Ave
,,,,,
170000000086,1/1/2017  3:43:34 AM,Burglary - Habitation,Report,"Smith, Austin",173 Cazador Dr
,,,,,
170000000087,1/1/2017  3:51:02 AM,Disturbance - Verbal,No Report,"Putnam, Justin",225 Ramsay St
,,,,,
170000000088,1/1/2017  4:04:10 AM,Investigation,Citation Issued,"Aubry, Patrick",2101 Hwy 123
,,,,,
170000000090,1/1/2017  4:06:13 AM,Disturbance - Noise,Citation Issued,"Hartman, Ryan",1101 E River Ridge Pkwy
,,,,,
170000000089,1/1/2017  4:06:13 AM,Suspicious Person,No Report,"Gonzales, Gavin",1350 N LBJ Dr
,,,,,
170000000091,1/1/2017  4:27:56 AM,Welfare Concern,No Report,"Gonzales, Gavin",1101 Leah Ave
,,,,,
170000000092,1/1/2017  4:31:24 AM,Burglary - Habitation,Report,"Smith, Austin",202 Cazador Dr
,,,,,
170000000093,1/1/2017  4:33:35 AM,Civil Standby,No Contact,"Putnam, Justin",1350 Wonder World Dr
,,,,,
170000000094,1/1/2017  4:35:01 AM,Public Assist,No Report,"Cormier, Claudia",Blanco St/Harvey St
,,,,,
170000000095,1/1/2017  4:38:54 AM,Burglary - Habitation,Report,"Aubry, Patrick",198 Cazador Dr
,,,,,
170000000096,1/1/2017  4:50:15 AM,Attempt to Locate,No Report,"Putnam, Justin",202 Nb35 IH
,,,,,
170000000097,1/1/2017  4:52:05 AM,Disturbance - Verbal,No Report,"Sarver, Stephen",2913 Hunter Rd
,,,,,
170000000098,1/1/2017  5:06:29 AM,Disturbance - Verbal,No Report,"Gonzales, Gavin",Archie St/Dolly St
,,,,,
170000000099,1/1/2017  5:32:02 AM,Burglary - Vehicle,Refer To COPR,"Putnam, Justin",1111 Avalon Ave
,,,,,
170000000101,1/1/2017  6:02:29 AM,Mental Health Invest,No Report,"Bulller, Zachery",1429 N Ih 35
,,,,,
170000000106,1/1/2017  7:08:37 AM,Fireworks,No Report,"Copeland, Kenneth",100blk Dolly St
,,,,,
170000000107,1/1/2017  9:25:24 AM,Wanted Person,Arrest,"Copeland, Kenneth",514 Fm 1979
,,,,,
170000000108,1/1/2017  9:50:29 AM,Suspicious Vehicle,No Report,"Reeder, John",1608 S IH 35
,,,,,
170000000109,1/1/2017  10:08:33 AM,Disturbance - Noise,Unfounded,"Reeder, John",700blk Gravel St
,,,,,
170000000111,1/1/2017  10:34:13 AM,Welfare Concern,No Report,"Bulller, Zachery",1100blk Conway Dr
,,,,,
170000000113,1/1/2017  10:53:28 AM,Narcotics/Information,No Report,"Easterly, Evan",1001 E McCarty Ln
,,,,,
170000000117,1/1/2017  11:31:22 AM,Attempt to Locate,No Report,,210 Sb35 IH
,,,,,
170000000118,1/1/2017  11:41:00 AM,Animal Call,Ref oth Agncy,"Pierce, Basil",Gladney Dr/Harwood Dr
,,,,,
170000000119,1/1/2017  11:43:33 AM,Disturbance - Noise,Unfounded,"Easterly, Evan",2913 Hunter Rd
,,,,,
170000000121,1/1/2017  12:17:00 PM,Suspicious Circumstances,No Report,"Easterly, Evan",2700 Hunter Rd
,,,,,
170000000123,1/1/2017  12:30:38 PM,Civil Standby,No Report,"Easterly, Evan",1350 Wonder World Dr
,,,,,
170000000125,1/1/2017  1:01:40 PM,Disturbance - Verbal,No Report,"Easterly, Evan",711 Georgia St
,,,,,
170000000127,1/1/2017  1:05:18 PM,Barking Dog,No Report,"Copeland, Kenneth",2004 Nevada St
,,,,,
170000000128,1/1/2017  1:08:56 PM,Welfare Concern,No Report,,Hwy 21/Hwy 80
,,,,,
170000000129,1/1/2017  1:14:34 PM,Discharged Firearm,No Report,"Reeder, John",264 Newberry Trl
,,,,,
170000000132,1/1/2017  1:41:22 PM,Supplement,No Report,"Copeland, Kenneth",1701 Mill St
,,,,,
170000000135,1/1/2017  1:53:37 PM,Attempt to Locate,No Report,,201 Sb35 IH
,,,,,
170000000136,1/1/2017  1:55:08 PM,Theft,Report,"Easterly, Evan",3939 S IH 35
,,,,,
170000000139,1/1/2017  2:05:01 PM,Assist EMS,Report,"Bulller, Zachery",1980 Aquarena Springs Dr
,,,,,
170000000141,1/1/2017  2:15:07 PM,Investigation,No Report,"Reeder, John",200blk Tampico St
,,,,,
170000000142,1/1/2017  2:21:14 PM,Missing Person,No Report,"Reeder, John",801 River Rd
,,,,,
170000000144,1/1/2017  2:25:10 PM,Assault,No Report,"Copeland, Kenneth",121 BarBQ Way
,,,,,
170000000148,1/1/2017  3:15:04 PM,Public Assist,No Report,"Reeder, John",1301 Wonder World Dr
,,,,,
170000000149,1/1/2017  3:21:10 PM,Civil Standby,Report,"Copeland, Kenneth",121 BarBQ Way
,,,,,
170000000151,1/1/2017  3:42:04 PM,Fraud,No Report,"Pierce, Basil",900 Bugg Ln
,,,,,
170000000152,1/1/2017  3:48:49 PM,Close Patrol,No Report,,106 Losoya Dr
,,,,,
170000000156,1/1/2017  4:03:47 PM,Public Intoxication,Arrest,"Templeton, Brady",1210 Wonder World Dr
,,,,,
170000000157,1/1/2017  4:07:26 PM,Accident - Minor,Blue Form Issue,"Wooten, Christopher",1015 Hwy 80
,,,,,
170000000158,1/1/2017  4:17:40 PM,Vehicle Theft,No Report,"Raven, Kassondra",1623 Aquarena Springs Dr
,,,,,
170000000159,1/1/2017  4:18:31 PM,Burglary - Habitation,No Report,"Smith, Marcus",1647 Post Rd
,,,,,
170000000160,1/1/2017  4:24:22 PM,Burglary - Habitation,Report,"Sarver, Stephen",1415 Craddock Ave
,,,,,
170000000161,1/1/2017  4:24:26 PM,Welfare Concern,No Report,"Easterly, Evan",W MLK Dr/Jackman St
,,,,,
170000000162,1/1/2017  4:27:15 PM,Welfare Concern,No Contact,"Bulller, Zachery",301 E Hopkins St
,,,,,
170000000165,1/1/2017  4:32:17 PM,Suspicious Vehicle,No Report,"Pierce, Basil",630 E Hopkins St
,,,,,
170000000169,1/1/2017  5:08:07 PM,Accident - Minor,Report,"Wooten, Christopher",E Hopkins St/W Access Rd
,,,,,
170000000171,1/1/2017  5:21:55 PM,Welfare Concern,No Report,"Mizanin, Rich",1229 N Lbj Dr
,,,,,
170000000173,1/1/2017  5:34:31 PM,Fireworks,No Report,"Sarver, Stephen",102 Nichols Dr
,,,,,
170000000175,1/1/2017  5:41:10 PM,Attempt to Locate,No Report,"Sarver, Stephen",Hunter Rd/McCarty Ln
,,,,,
170000000176,1/1/2017  5:44:13 PM,Accident - Minor,Blue Form Issue,"Smith, Marcus",641 E Hopkins St
,,,,,
170000000178,1/1/2017  5:59:49 PM,Public Assist,No Report,"Smith, Marcus",641 E Hopkins St
,,,,,
170000000180,1/1/2017  6:08:16 PM,Accident - Minor,Report,"Wooten, Christopher",1951 Aquarena Springs Dr
,,,,,
170000000181,1/1/2017  6:11:29 PM,Unsecured/Open Building,No Report,"Wooten, Christopher",235 N LBJ Dr
,,,,,
170000000182,1/1/2017  6:20:14 PM,Suspicious Person,No Report,"Wooten, Christopher",109 West Ave
,,,,,
170000000183,1/1/2017  6:31:17 PM,Disturbance - Verbal,No Report,"Wooten, Christopher",E Access Rd/Yarrington Rd
,,,,,
170000000185,1/1/2017  7:07:25 PM,Public Assist,No Report,"Sarver, Stephen",109 Craddock Ave
,,,,,
170000000186,1/1/2017  7:46:06 PM,Assault,Arrest,"Smith, Austin",1716 Hofheinz St
,,,,,
170000000188,1/1/2017  7:55:24 PM,Accident - Unknown,Report,"Wooten, Christopher",205 Sb35 IH
,,,,,
170000000189,1/1/2017  7:55:25 PM,Accident - Unknown,Ignore,,204b Sb35 IH
,,,,,
170000000190,1/1/2017  7:57:53 PM,Fireworks,Unfounded,"Beller, Paul",200blk Ebony St
,,,,,
170000000191,1/1/2017  7:59:04 PM,Fireworks,No Report,,200blk Ebony St
,,,,,
170000000192,1/1/2017  7:59:05 PM,Animal Call,No Report,"Beller, Paul",Broadway St/Patricia Dr
,,,,,
170000000193,1/1/2017  8:04:21 PM,Accident - Hit and Run,Cancelled,,
,,,,,
170000000194,1/1/2017  8:04:53 PM,Accident - Minor,Report,"Putnam, Justin",1212 Conway Dr
,,,,,
170000000197,1/1/2017  8:25:00 PM,Public Assist,No Report,"Templeton, Brady",2300 S Ih 35
,,,,,
170000000200,1/1/2017  8:37:55 PM,Disturbance - Verbal,No Report,"Wooten, Christopher",426 Linda Dr
,,,,,
170000000201,1/1/2017  8:49:49 PM,Fireworks,Unfounded,"Beller, Paul",613 Mcgehee St
,,,,,
170000000202,1/1/2017  8:50:47 PM,Assist Outside Agency,Cancelled,"Raven, Kassondra",2661 N Ih 35
,,,,,
170000000203,1/1/2017  8:55:16 PM,Public Assist,No Report,,512 Craddock Ave
,,,,,
170000000204,1/1/2017  8:58:16 PM,Unsecured/Open Building,No Report,"Weber, Daniel",2661 N IH 35
,,,,,
170000000205,1/1/2017  9:00:55 PM,,Ignore,,
,,,,,
170000000207,1/1/2017  9:07:20 PM,Fireworks,Citation Issued,"Wooten, Christopher",1203 Uhland Rd
,,,,,
170000000208,1/1/2017  9:10:12 PM,Theft,Report,"Wooten, Christopher",650 River Rd
,,,,,
170000000209,1/1/2017  9:14:55 PM,Assist EMS,No Report,"Putnam, Justin",316 Linda Dr
,,,,,
170000000210,1/1/2017  9:16:30 PM,Assist Outside Agency,No Report,"Gonzales, Gavin",1307 Uhland Rd
,,,,,
170000000212,1/1/2017  9:21:10 PM,Attempt to Locate,Ref oth Agncy,,200 Nb35 IH
,,,,,
170000000213,1/1/2017  9:24:16 PM,Attempt to Locate,No Contact,"Smith, Marcus",202 Nb35 IH
,,,,,
170000000217,1/1/2017  9:43:44 PM,Suspicious Vehicle,No Report,,1011 Hackberry St
,,,,,
170000000221,1/1/2017  9:54:33 PM,Welfare Concern,No Report,"Aubry, Patrick",202 N LBJ Dr
,,,,,
170000000226,1/1/2017  10:21:42 PM,Suspicious Person,No Report,"Wooten, Christopher",1901 N Ih 35
,,,,,
170000000229,1/1/2017  11:11:35 PM,Information,No Contact,,2300 S Ih 35
,,,,,
170000000230,1/1/2017  11:28:03 PM,Investigation,No Report,"Gonzales, Gavin",1307 Uhland Rd
,,,,,
170000000233,1/2/2017  12:00:26 AM,Suspicious Vehicle,No Report,"Cormier, Claudia",E Access Rd/Yarrington Rd
,,,,,
170000000234,1/2/2017  12:01:34 AM,Suspicious Vehicle,No Report,"Templeton, Brady",3939 S IH 35
,,,,,
170000000236,1/2/2017  12:14:41 AM,Fireworks,Unfounded,"Beller, Paul",801 W MLK Dr
,,,,,
170000000238,1/2/2017  12:21:49 AM,Recovered Stolen Vehicle,Ignore,,2601 S IH 35
,,,,,
170000000240,1/2/2017  12:35:34 AM,Suspicious Person,No Report,"Templeton, Brady",4321 S IH 35
,,,,,
170000000241,1/2/2017  1:00:54 AM,Fireworks,Not Verified,"Smith, Austin",Coers Cir/Coers Dr
,,,,,
170000000243,1/2/2017  1:23:47 AM,Suspicious Vehicle,No Report,"Templeton, Brady",4205 S Ih 35
,,,,,
170000000244,1/2/2017  1:28:18 AM,Suspicious Vehicle,No Report,"Davidson, Travis",1642 Post Rd
,,,,,
170000000245,1/2/2017  1:33:20 AM,,No Report,,
,,,,,
170000000246,1/2/2017  1:35:07 AM,Suspicious Person,Arrest,"Smith, Austin",1850 Aquarena Springs Dr
,,,,,
170000000247,1/2/2017  1:39:32 AM,Viol City Ordinance,Verbal Warning,"Smith, Austin",1420 Old Ranch Road 12
,,,,,
170000000249,1/2/2017  1:53:56 AM,Accident - Hit and Run,Blue Form Issue,"Davidson, Travis",804 N LBJ Dr
,,,,,
170000000251,1/2/2017  3:11:53 AM,Information,No Contact,,300 N Fredericksburg St
,,,,,
170000000252,1/2/2017  3:26:46 AM,Deliver Message,No Report,"Wooten, Christopher",109 West Ave
,,,,,
170000000256,1/2/2017  4:13:23 AM,Suspicious Vehicle,No Report,"Putnam, Justin",1250 N Ih 35
,,,,,
170000000257,1/2/2017  4:43:21 AM,Disturbance - Verbal,No Report,"Gonzales, Gavin",215 Roosevelt St
,,,,,
170000000259,1/2/2017  5:16:00 AM,Suspicious Vehicle,No Report,"Aubry, Patrick",1101 E River Ridge Pkwy
,,,,,
170000000261,1/2/2017  5:28:46 AM,Assist EMS,No Report,"Gonzales, Gavin",1200 Hwy 80
,,,,,
170000000263,1/2/2017  5:49:22 AM,Attempt to Locate,No Report,"Cormier, Claudia",Jackson Ln/Thorpe Ln
,,,,,
170000000264,1/2/2017  5:51:21 AM,Attempt to Locate,No Contact,,E Access Rd/Blanco River
,,,,,
170000000267,1/2/2017  7:25:10 AM,Mental Health Invest,No Report,"Slaughter, Dustin",1900 Aquarena Springs Dr
,,,,,
170000000271,1/2/2017  8:27:42 AM,Accident - Major/Injury,Report,"Slaughter, Dustin",E Access Rd/Hwy 80
,,,,,
170000000276,1/2/2017  9:14:02 AM,Accident - Major/Injury,Blue Form Issue,"Cope, John",3500blk Hwy 123
,,,,,
170000000278,1/2/2017  9:14:49 AM,Traff/Transport Accident,Fire Call,"Turner, Tory",3600blk Hwy 123
,,,,,
170000000281,1/2/2017  9:23:14 AM,Welfare Concern,No Report,"Sembera, Jeremy",420 North St
,,,,,
170000000286,1/2/2017  10:01:14 AM,Public Assist,No Report,"Derrickson, Jehu",2300 S Ih 35
,,,,,
170000000288,1/2/2017  10:15:54 AM,Mental Health Invest,No Report,"Harrison, Todd",122 Old Settlers Dr
,,,,,
170000000292,1/2/2017  10:27:05 AM,Supplement,No Report,"Cope, John",730 E Hopkins St
,,,,,
170000000294,1/2/2017  11:02:32 AM,Burglary - Vehicle,Report,"Saavedra, Jesse",2517 S Ih 35
,,,,,
170000000295,1/2/2017  11:07:20 AM,Property - Lost/Found/Imp,No Report,"Slaughter, Dustin",W De Zavala Dr/Hwy 123
,,,,,
170000000297,1/2/2017  11:17:31 AM,Welfare Concern,No Report,"Harrison, Todd",100blk Silo St
,,,,,
170000000299,1/2/2017  11:43:28 AM,Welfare Concern,No Report,"Cope, John",199 Sb35 IH
,,,,,
170000000302,1/2/2017  11:59:07 AM,Attempt to Locate,Ref oth Agncy,,Hwy 80/County Rd
,,,,,
170000000314,1/2/2017  12:34:52 PM,Attempt to Locate,No Report,,W Access Rd/Wonder World Dr
,,,,,
170000000315,1/2/2017  12:35:45 PM,Attempt to Locate,No Report,,201 Nb35 IH
,,,,,
170000000316,1/2/2017  12:39:08 PM,Theft,No Report,"Harrison, Todd",1655 Mill St
,,,,,
170000000317,1/2/2017  12:48:10 PM,Assist Fire Department,No Report,"Cope, John",1807 Airport Dr
,,,,,
170000000321,1/2/2017  1:07:44 PM,Supplement,Report,"Harrison, Todd",1111 Avalon Ave
,,,,,
170000000324,1/2/2017  1:29:08 PM,Attempt to Locate,No Report,,2300 S Ih 35
,,,,,
170000000325,1/2/2017  1:32:32 PM,Child Custody,No Report,"Harrison, Todd",1320 River Rd
,,,,,
170000000327,1/2/2017  1:52:20 PM,Suspicious Person,No Report,"Sembera, Jeremy",2300 S Ih 35
,,,,,
170000000329,1/2/2017  1:54:48 PM,Assault,Report,"Slaughter, Dustin",1001 Hwy 123
,,,,,
170000000330,1/2/2017  2:02:59 PM,Runaway - Recover,No Report,"Harrison, Todd",4319 Trail Ridge Pass
,,,,,
170000000331,1/2/2017  2:11:21 PM,Theft,No Report,"Stephens, Paul",3939 S Ih 35
,,,,,
170000000332,1/2/2017  2:35:56 PM,Assist Outside Agency,Report,"Derrickson, Jehu",1307 Uhland Rd
,,,,,
170000000333,1/2/2017  2:37:45 PM,Civil Matter,No Report,"Cope, John",1436   River Rd
,,,,,
170000000334,1/2/2017  2:39:11 PM,Harassment,Ref oth Agncy,,2300 S Ih 35
,,,,,
170000000335,1/2/2017  2:40:49 PM,Welfare Concern,No Contact,"Saavedra, Jesse",W Access Rd/Wonder World Dr
,,,,,
170000000336,1/2/2017  2:50:55 PM,Harassment,No Report,"Cope, John",2300 S Ih 35
,,,,,
170000000337,1/2/2017  2:53:07 PM,Burglary - Vehicle,Report,"Harrison, Todd",1600 N Ih 35
,,,,,
170000000338,1/2/2017  3:00:07 PM,Welfare Concern,No Report,"Sembera, Jeremy",200 Sb35 IH
,,,,,
170000000340,1/2/2017  3:11:49 PM,Harassment,Report,"Cope, John",2300 S Ih 35
,,,,,
170000000342,1/2/2017  3:31:11 PM,Alarm - Intrusion,Ignore,,2300 S Ih 35
,,,,,
170000000343,1/2/2017  3:31:47 PM,Public Assist,No Report,"Sembera, Jeremy",1250 N Ih 35
,,,,,
170000000344,1/2/2017  3:36:29 PM,Disturbance - Noise,Unfounded,"Seals, Bradley",1250 Sadler Dr
,,,,,
170000000346,1/2/2017  3:37:57 PM,,Ignore,,
,,,,,
170000000347,1/2/2017  3:38:19 PM,Disturbance - Noise,Not Verified,"Osborne, Joseph",232 Craddock Ave
,,,,,
170000000349,1/2/2017  3:40:46 PM,Suspicious Person,No Report,"Stephens, Paul",4300 S IH 35
,,,,,
170000000353,1/2/2017  4:04:46 PM,Welfare Concern,No Report,"Fischer, Vincent",1249 N Lbj Dr
,,,,,
170000000354,1/2/2017  4:12:22 PM,Viol City Ordinance,Verbal Warning,"Tennant, Casey",806 Barbara Dr
,,,,,
170000000356,1/2/2017  4:14:14 PM,Assist EMS,No Report,"Tennant, Casey",158 Bandera St
,,,,,
170000000357,1/2/2017  4:23:51 PM,Suspicious Person,No Report,"Roberts, Nelson",2661 N IH 35
,,,,,
170000000359,1/2/2017  4:31:16 PM,Suspicious Vehicle,Warning,"Roberts, Nelson",2661 N Ih 35
,,,,,
170000000362,1/2/2017  5:02:23 PM,Mental Health Invest,No Report,"Sheridan, Grant",2300 S Ih 35
,,,,,
170000000367,1/2/2017  5:35:07 PM,Burglary - Habitation,Report,"Tennant, Casey",1150 E River Ridge Pkwy
,,,,,
170000000368,1/2/2017  5:48:07 PM,Suspicious Person,No Report,"Blackwood, Kevin",1655 Mill St
,,,,,
170000000369,1/2/2017  5:55:01 PM,Suspicious Vehicle,Cancelled,"Osborne, Joseph",150 S Lbj Dr
,,,,,
170000000370,1/2/2017  6:02:06 PM,Civil Matter,No Report,"Blackwood, Kevin",1103 Hwy 80
,,,,,
170000000372,1/2/2017  6:13:55 PM,Welfare Concern,Cancelled,,
,,,,,
170000000374,1/2/2017  6:27:23 PM,Mental Health Follow Up,No Report,"Sheridan, Grant",1980 Aquarena Springs Dr
,,,,,
170000000377,1/2/2017  7:41:33 PM,Burglary - Habitation,Report,"Tennant, Casey",1111 Avalon Ave
,,,,,
170000000378,1/2/2017  7:41:51 PM,Public Assist,No Report,"Saavedra, Jesse",2300 S Ih 35
,,,,,
170000000381,1/2/2017  8:01:10 PM,Suspicious Vehicle,No Report,"Stephens, Paul",3939 S IH 35
,,,,,
170000000382,1/2/2017  8:04:43 PM,Suspicious Vehicle,No Report,"Osborne, Joseph",121 BarBQ Way
,,,,,
170000000386,1/2/2017  8:24:40 PM,,Ignore,,1800 Post Rd
,,,,,
170000000390,1/2/2017  8:59:49 PM,Accident - Minor,Blue Form Issue,"Tennant, Casey",3209 N IH 35
,,,,,
170000000394,1/2/2017  9:28:49 PM,Disturbance - Verbal,No Report,"Osborne, Joseph",802 Perkins St
,,,,,
170000000396,1/2/2017  9:32:58 PM,Graffiti,No Report,"Tennant, Casey",8Mill St/Third St
,,,,,
170000000400,1/2/2017  9:58:27 PM,Discharged Firearm,No Report,"Tennant, Casey",1300BLK Davis Ln
,,,,,
