Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
170000069115,9/26/2017  3:51:52 PM,Accident - Unknown,Report,"Sparenberg, Andrew",E Hopkins St/Thorpe Ln
170000069116,9/26/2017  3:55:08 PM,Accident - Major/Injury,Report,"Sparenberg, Andrew",210 NB
170000069118,9/26/2017  4:03:04 PM,Accident - Minor,Blue Form Issue,"Fischer, Vincent",200 W Hopkins St
170000069119,9/26/2017  4:09:29 PM,Accident - Minor,Report,"Osborne, Joseph",EXIT 204B SB
170000069134,9/26/2017  6:07:41 PM,Accident - Minor,Report,"Murphy, Logan",1800blk Old Ranch Road 12
170000069150,9/26/2017  8:16:19 PM,Attempt to Locate,Ref oth Agncy,,202 SB
170000069156,9/26/2017  8:51:01 PM,Disturbance - Verbal,Report,"Murphy, Logan",705 Allen St
170000069163,9/26/2017  9:56:26 PM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",1850 Aquarena Springs Dr
170000069178,9/26/2017  10:43:46 PM,Disturbance - Noise,Ref oth Agncy,,1250 Sadler Dr
170000069190,9/27/2017  12:20:49 AM,Disturbance - Verbal,Arrest,"Tureaud, Benjamin",209 N IH 35
170000069192,9/27/2017  12:37:46 AM,Viol City Ordinance,Verbal Warning,"Pierce, Basil",555 Cheatham St
170000069197,9/27/2017  12:53:53 AM,Suspicious Person,Arrest,"Murphy, Logan",1700 Hunter Rd
170000069198,9/27/2017  1:00:02 AM,Suspicious Vehicle,Citation Issued,"Tennant, Casey",123 N Edward Gary St
170000069207,9/27/2017  1:52:40 AM,Public Intoxication,Report,"Seals, Bradley",309 N Edward Gary St
170000069216,9/27/2017  2:12:07 AM,Public Intoxication,Arrest,"Tennant, Casey",126 S Guadalupe St
170000069217,9/27/2017  2:14:20 AM,Viol City Ordinance,Citation Issued,"Fischer, Vincent",N LBJ Dr/E Hopkins St
170000069219,9/27/2017  2:32:14 AM,Public Intoxication,Arrest,"Murphy, Logan",207 E Hutchison St
170000069233,9/27/2017  6:10:27 AM,Accident - Minor,Report,"Smith, Marcus",W Sessom Dr/N LBJ Dr
170000069234,9/27/2017  6:10:30 AM,Accident - Unknown,Ref oth Agncy,,W Sessom Dr/N LBJ Dr
170000069237,9/27/2017  6:35:24 AM,Suspicious Person,Arrest,"Alvarado, Manuel",S Stagecoach Trl/Key St
170000069239,9/27/2017  7:00:23 AM,Vehicle Theft,Report,"Scott, Charles",345 Champions Blvd
170000069251,9/27/2017  7:58:11 AM,Sick Person,Patient Trans,"Hassig, Nicholas B",1351 Sadler Dr
170000069252,9/27/2017  8:00:53 AM,Trespassing/Unwanted,Warning,"Elrod, Candace",2201 S IH 35
170000069260,9/27/2017  8:46:28 AM,Curfew Violation,Citation Issued,"Castillo, DJ",2601 Rattler Rd
170000069271,9/27/2017  10:09:32 AM,Accident - Hit and Run,Blue Form Issue,"Harrison, Todd",1200blk S IH 35
170000069276,9/27/2017  10:45:00 AM,Mental Health Invest,Report,"Sheridan, Grant",1200 N Bishop St
170000069285,9/27/2017  11:33:08 AM,Accident - Minor,Report,"Alvarado, Manuel",811 S Guadalupe St
170000069290,9/27/2017  12:03:25 PM,Viol City Ordinance,Warning,"Mendoza, Celedonio",306 Oakdale Dr
170000069308,9/27/2017  1:20:03 PM,Accident - Minor,Citation Issued,"Verver, Elias",2050 S IH 35
170000069334,9/27/2017  3:58:28 PM,Credit/Debit Abuse,Report,"Sarver, Stephen",2300 S IH 35
170000069342,9/27/2017  4:49:03 PM,Criminal Mischief,Report,"Blackwood, Kevin",700 S Loop St
170000069343,9/27/2017  4:51:57 PM,Criminal Mischief,Ref oth Agncy,,350 North St
170000069359,9/27/2017  6:08:03 PM,Accident - Minor,Citation Issued,"Wooten, Christopher",1250 N IH 35
170000069361,9/27/2017  6:22:43 PM,Accident - Unknown,Report,"Sarver, Stephen",2980 S IH 35
170000069366,9/27/2017  6:47:12 PM,Accident - Minor,Report,"Sarver, Stephen",2980 S IH 35
170000069371,9/27/2017  7:06:34 PM,Viol City Ordinance,Verbal Warning,"Wisener, Andrew",W Access Rd/S Guadalupe St
170000069376,9/27/2017  7:19:53 PM,Accident - Minor,Arrest,"Wooten, Christopher",217 E Hopkins St
170000069377,9/27/2017  7:26:00 PM,Suspicious Person,Warning,"Sarver, Stephen",2601 Rattler Rd
170000069383,9/27/2017  7:57:35 PM,Theft,Refer To COPR,"Wisener, Andrew",1015 Hwy 80
170000069385,9/27/2017  8:16:50 PM,Marijuana,Verbal Warning,"Putnam, Justin",1433 N IH 35
170000069397,9/27/2017  9:55:01 PM,Theft,Report,"Williams, Jack",1600 Clovis Barker Rd
170000069413,9/27/2017  11:01:45 PM,Disturbance - Noise,Warning,"Wooten, Christopher",301 Telluride St
170000069414,9/27/2017  11:05:30 PM,Wanted Person,Arrest,"Lobo, Kyle",216 E Hopkins St
170000069420,9/27/2017  11:52:04 PM,Suspicious Vehicle,Arrest,"Lobo, Kyle",237 N LBJ Dr
170000069425,9/28/2017  12:19:23 AM,Viol City Ordinance,Verbal Warning,"Gonzales, Gavin",555 Cheatham St
170000069434,9/28/2017  1:24:34 AM,Burglary - Vehicle,Arrest,"Wooten, Christopher",650 E Hopkins St
170000069446,9/28/2017  4:58:57 AM,Accident - Hit and Run,Blue Form Issue,"Royal, GeCorrie",Hwy 80/E Access Rd
170000069455,9/28/2017  7:04:00 AM,Accident - Minor,Blue Form Issue,"Copeland, Kenneth",E McCarty Ln/Leah Ave
170000069459,9/28/2017  7:43:00 AM,Accident - Minor,Blue Form Issue,"Smith, Marcus",2050 S IH 35
170000069466,9/28/2017  7:59:06 AM,Accident - Minor,Report,"Elrod, Candace",Hunter Rd/Foxtail Run
170000069467,9/28/2017  8:09:57 AM,Burglary - Vehicle,Report,"Copeland, Kenneth",109 West Ave
170000069473,9/28/2017  8:30:13 AM,Burglary - Building,Report,"Alvarado, Manuel",812 S Guadalupe St
170000069479,9/28/2017  9:17:22 AM,Burglary - Building,Report,"Beller, Paul",802 S Guadalupe St
170000069480,9/28/2017  9:19:55 AM,Vehicle Theft,Report,"Copeland, Kenneth",1354 Thorpe Ln
170000069485,9/28/2017  9:52:44 AM,Accident - Unknown,Blue Form Issue,"Scott, Charles",209 SB
170000069486,9/28/2017  9:55:24 AM,Mental Health Invest,Report,"Sheridan, Grant",301 Foxtail Run
170000069488,9/28/2017  10:06:20 AM,Viol City Ordinance,Citation Issued,"Alvarado, Manuel",1015   Hwy 80
170000069493,9/28/2017  10:33:16 AM,Assist Outside Agency,Arrest,"Alvarado, Manuel",197 Exit Sb
170000069496,9/28/2017  10:46:05 AM,Accident - Minor,Report,"Castillo, Daniel",640blk E Hopkins St
170000069499,9/28/2017  10:53:07 AM,Fraud,Report,,2300 S IH 35
170000069502,9/28/2017  10:58:28 AM,Viol City Ordinance,Verbal Warning,"Mendoza, Celedonio",308 Saltillo St
170000069503,9/28/2017  11:03:19 AM,Accident - Major/Injury,Report,"Smith, Marcus",W Hopkins St/N Comanche St
170000069515,9/28/2017  12:38:20 PM,Mental Health Invest,Report,"Bender, Joyce",1200 N Bishop St
170000069531,9/28/2017  1:54:07 PM,Property - Lost/Found/Imp,Report,,2300 S IH 35
170000069539,9/28/2017  2:52:09 PM,Mental Health Invest,Report,"Sheridan, Grant",1200 N Bishop St
170000069543,9/28/2017  3:08:27 PM,Investigation,Arrest,"Scott, Charles",105 Hughson Ct
170000069548,9/28/2017  4:01:02 PM,Accident - Hit and Run,Blue Form Issue,,301 Telluride St
170000069558,9/28/2017  4:45:28 PM,Vehicle Theft,Report,"Sarver, Stephen",1350 Sadler Dr
170000069560,9/28/2017  4:46:55 PM,Disturbance - Phys/Fight,Report,"Tennant, Casey",811 S Guadalupe St
170000069563,9/28/2017  5:01:11 PM,Accident - Minor,Report,"Smith, Marcus",700blk Aquarena Springs Dr
170000069566,9/28/2017  5:07:39 PM,Accident - Hit and Run,Blue Form Issue,"Beller, Paul",Aquarena Springs Dr/Thorpe Ln
170000069580,9/28/2017  5:36:47 PM,Accident - Major/Injury,Report,"Sarver, Stephen",E McCarty Ln/E Access Rd
170000069582,9/28/2017  5:58:23 PM,Suicidal Person,Report,"Tennant, Casey",1180 Thorpe Ln
170000069584,9/28/2017  6:07:30 PM,Accident - Minor,Report,"Wisener, Andrew",Aquarena Springs Dr/Mill St
170000069596,9/28/2017  6:49:37 PM,Vehicle Theft,Report,"Tennant, Casey",600 Cape Rd
170000069604,9/28/2017  7:52:12 PM,Mental Health Invest,Report,"Sarver, Stephen",1301 Wonder World Dr
170000069608,9/28/2017  8:01:44 PM,Disturbance - Phys/Fight,Report,"Cyrus, Lance",1015 W MLK Dr
170000069621,9/28/2017  8:45:33 PM,Accident - Major/Injury,Report,"Tennant, Casey",205 NB
170000069625,9/28/2017  9:11:54 PM,Accident - Minor,Blue Form Issue,"Cormier, Jayson",210 N Edward Gary St
170000069626,9/28/2017  9:15:31 PM,Accident - Minor,Report,"Cormier, Claudia",West Ave/Uhland Rd
170000069636,9/28/2017  10:02:58 PM,Accident - Minor,Blue Form Issue,"Tennant, Casey",104 N IH 35
170000069639,9/28/2017  10:10:28 PM,Supplement,Refer To COPR,"Seals, Bradley",106 W Hopkins St
170000069643,9/28/2017  10:29:46 PM,Accident - Minor,Blue Form Issue,"Seals, Bradley",119 E Hutchison St
170000069647,9/28/2017  10:43:51 PM,Accident - Minor,Arrest,"Putnam, Justin",1602 Aquarena Springs Dr
170000069649,9/28/2017  10:53:10 PM,Disturbance - Noise,Verbal Warning,"Gonzales, Gavin",627 Foxtail Run
170000069651,9/28/2017  10:56:41 PM,Accident - Hit and Run,Blue Form Issue,"Putnam, Justin",100 Concho St
170000069653,9/28/2017  11:05:38 PM,Suspicious Person,Arrest,"Almendarez, Ramiro",129 E Hopkins St
170000069654,9/28/2017  11:14:19 PM,Disturbance - Noise,Verbal Warning,"Gonzales, Gavin",1740   Old Ranch Road 12
170000069656,9/28/2017  11:22:05 PM,Disturbance - Verbal,Warning,"Tennant, Casey",101 University Dr
170000069675,9/29/2017  1:04:48 AM,Disturbance - Noise,Warning,"Williams, Jack",1655 Mill St
170000069678,9/29/2017  1:23:11 AM,Theft,Arrest,"Tennant, Casey",1015 Hwy 80
170000069684,9/29/2017  2:00:51 AM,Disturbance - Phys/Fight,Arrest,"Almendarez, Ramiro",138 N LBJ Dr
170000069701,9/29/2017  5:03:49 AM,Assist EMS,Report,"Gonzales, Gavin",1811 Medical Pkwy
170000069715,9/29/2017  8:27:57 AM,Accident - Minor,Report,"Sembera, Jeremy",N Comanche St/W Hopkins St
170000069738,9/29/2017  10:56:25 AM,Property - Lost/Found/Imp,Report,,2300 S IH 35
170000069747,9/29/2017  11:47:32 AM,Graffiti,Arrest,"Daenzer, Matthew",135 S Guadalupe St
170000069749,9/29/2017  12:08:59 PM,Accident - Minor,Blue Form Issue,"Arredondo, Danny",1104 Thorpe Ln
170000069755,9/29/2017  12:53:46 PM,Fraud,Report,"Cope, John",2300 S IH 35
170000069779,9/29/2017  2:43:56 PM,Accident - Minor,Report,"Sembera, Jeremy",N Comanche St/Pat Garrison St
170000069790,9/29/2017  3:18:00 PM,Accident - Unknown,Ref oth Agncy,"Daenzer, Matthew",4660 Hwy 123
170000069799,9/29/2017  4:00:50 PM,Assault,Report,"Cope, John",2300 S IH 35
170000069803,9/29/2017  4:18:17 PM,Sexual Assault - Child,Report,"Tureaud, Benjamin",2900 Blk Hunter Rd
170000069810,9/29/2017  4:40:32 PM,Fraud,Report,"Cope, John",2300 S IH 35
170000069825,9/29/2017  5:48:00 PM,Runaway,Report,"Murphy, Logan",801 River Rd
170000069834,9/29/2017  6:30:40 PM,Theft,Refer To COPR,"Cope, John",2300 S IH 35
170000069841,9/29/2017  7:16:54 PM,Fraud,Report,"Tennant, Casey",205 Craddock Ave
170000069849,9/29/2017  7:39:57 PM,Theft,Refer To COPR,"Marroquin, Christopher",3939 S IH 35
170000069868,9/29/2017  8:56:26 PM,Accident - Minor,Report,"Murphy, Logan",1200 Hwy 80
170000069875,9/29/2017  9:31:59 PM,Viol City Ordinance,Verbal Warning,"Fischer, Vincent",101 Linda Dr
170000069878,9/29/2017  9:48:07 PM,Theft,Citation Issued,"Tureaud, Benjamin",641 E Hopkins St
170000069883,9/29/2017  10:21:06 PM,Disturbance - Noise,Verbal Warning,"Pierce, Basil",1900 Aquarena Springs Dr
170000069891,9/29/2017  10:44:59 PM,Disturbance - Noise,Cond Citation,"Tennant, Casey",115 E Holland St
170000069894,9/29/2017  10:56:20 PM,Disturbance - Noise,Verbal Warning,"McGee, Miranda",1624 Aquarena Springs Dr
170000069906,9/29/2017  11:26:44 PM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",1415 Craddock Ave
170000069909,9/29/2017  11:40:39 PM,Disturbance - Noise,Citation Issued,"Tennant, Casey",1740 Old Ranch Road 12
170000069913,9/29/2017  11:59:51 PM,Disturbance - Noise,Verbal Warning,"McGee, Miranda",1111 Avalon Ave
170000069916,9/30/2017  12:08:59 AM,Disturbance - Noise,Verbal Warning,"Murphy, Logan",650 River Rd
170000069917,9/30/2017  12:12:18 AM,Disturbance - Noise,Detention Juv,"McGee, Miranda",1610 N IH 35
170000069924,9/30/2017  12:37:05 AM,Disturbance - Noise,Verbal Warning,"Pierce, Basil",301 Telluride St
170000069927,9/30/2017  12:52:01 AM,Viol City Ordinance,Verbal Warning,"Saavedra, Tim",117 E Hopkins St
170000069928,9/30/2017  12:53:06 AM,Disturbance - Noise,Verbal Warning,"Murphy, Logan",650 River Rd
170000069930,9/30/2017  12:57:24 AM,Accident - Minor,Report,"Marroquin, Christopher",Staples Rd/Hwy 123
170000069932,9/30/2017  1:06:53 AM,Public Intoxication,Citation Issued,"Cormier, Claudia",120 E San Antonio St
170000069949,9/30/2017  2:06:27 AM,Assault,Report,"Williams, Jack",123 N Edward Gary St
170000069959,9/30/2017  2:54:40 AM,Robbery - Agg,Multiple Arrest,"Murphy, Logan",166 S LBJ Dr
170000069961,9/30/2017  3:03:51 AM,Disturbance - Noise,Verbal Warning,"Gibson, Kathryn",1111 Alamo St
170000069969,9/30/2017  3:41:35 AM,Suspicious Vehicle,Report,"Contreras, Ysidro",700 N LBJ Dr
170000069977,9/30/2017  4:29:50 AM,Accident - Minor,Report,"McGee, Miranda",Wonder World Dr/Hwy 123
170000069978,9/30/2017  4:59:01 AM,Disturbance - Noise,Verbal Warning,"McGee, Miranda",301 Telluride St
170000069985,9/30/2017  7:50:39 AM,Accident - Minor,Blue Form Issue,"Sembera, Jeremy",205 Moore St
170000069997,9/30/2017  11:19:24 AM,Attempt to Locate,Warning,"Sembera, Jeremy",198 SB
170000070000,9/30/2017  11:39:58 AM,Criminal Mischief,Report,"Bradshaw, Ed",1206 Stacy St
170000070001,9/30/2017  11:46:10 AM,Accident - Minor,Blue Form Issue,"Sembera, Jeremy",204 Sb35 IH
170000070002,9/30/2017  11:47:31 AM,Accident - Minor,Blue Form Issue,,204 Sb35 IH
170000070004,9/30/2017  12:06:02 PM,Accident - Minor,Report,"Slaughter, Dustin",205 NB
170000070008,9/30/2017  12:35:06 PM,Accident - Hit and Run,Blue Form Issue,"Bradshaw, Ed",250 S Stagecoach Trl
170000070026,9/30/2017  2:42:49 PM,Theft,Report,"Slaughter, Dustin",3939 S IH 35
170000070033,9/30/2017  3:01:10 PM,Accident - Unknown,Report,"Slaughter, Dustin",3939 S IH 35
170000070035,9/30/2017  3:11:07 PM,Alcohol Violation,Report,"Cope, John",2300 S IH 35
170000070036,9/30/2017  3:11:55 PM,Disturbance - Phys/Fight,Report,"Williams, Jack",2805 Hunter Rd
170000070037,9/30/2017  3:25:57 PM,Accident - Minor,Report,"Bradshaw, Ed",205 SB
170000070039,9/30/2017  3:41:36 PM,Accident - Hit and Run,Blue Form Issue,"Sparenberg, Andrew",1001 Hwy 123
170000070042,9/30/2017  4:13:59 PM,Animal Call,Ref oth Agncy,,905 Mountain Dr
170000070056,9/30/2017  5:30:41 PM,Accident - Minor,Blue Form Issue,"Alvarado, Manuel",1005 N IH 35
170000070072,9/30/2017  6:24:18 PM,Welfare Concern,Arrest,"Tureaud, Benjamin",1701 Mill St
170000070108,9/30/2017  9:08:18 PM,Welfare Concern,Report,"Pierce, Basil",219 E Hopkins St
170000070116,9/30/2017  9:27:50 PM,Attempt to Locate,Warning,"Verver, Elias",200 NB
170000070119,9/30/2017  9:30:42 PM,Disturbance - Noise,Verbal Warning,"Marroquin, Christopher",2913 Hunter Rd
170000070122,9/30/2017  9:44:28 PM,Theft,Report,"Alvarado, Manuel",319 Mill St
170000070142,9/30/2017  10:38:52 PM,Runaway,Report,"Crook, Daniel",1137 Hilltop Dr
170000070144,9/30/2017  10:39:25 PM,Accident - Hit and Run,Report,"Tennant, Casey",E Grove St/McKie St
170000070147,9/30/2017  10:52:30 PM,Disturbance - Noise,Verbal Warning,"Alvarado, Manuel",1111 Avalon Ave
170000070153,9/30/2017  11:13:12 PM,Disturbance - Noise,Verbal Warning,"Fischer, Vincent",817 Chestnut St
170000070154,9/30/2017  11:13:27 PM,Disturbance - Noise,Verbal Warning,"McGee, Miranda",650 River Rd
170000070163,10/1/2017  12:06:02 AM,Disturbance - Noise,Citation Issued,"Tureaud, Benjamin",1415 Craddock Ave
170000070168,10/1/2017  12:11:45 AM,Disturbance - Noise,Verbal Warning,"Contreras, Ysidro",1350 N LBJ Dr
170000070169,10/1/2017  12:13:31 AM,Disturbance - Noise,Citation Issued,"Tennant, Casey",801 Old Ranch Road 12
170000070177,10/1/2017  12:46:05 AM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",650 River Rd
170000070178,10/1/2017  12:50:35 AM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",650 River Rd
170000070179,10/1/2017  12:53:14 AM,Disturbance - Noise,Cond Citation,"Fischer, Vincent",815 Old Ranch Road 12
170000070181,10/1/2017  1:04:51 AM,Pedestrian Stop,Verbal Warning,"Pierce, Basil",100 N Guadalupe St
170000070183,10/1/2017  1:19:47 AM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",650 River Rd
170000070185,10/1/2017  1:32:42 AM,Disturbance - Noise,Verbal Warning,"Marroquin, Christopher",1900blk Ramona Cir
170000070191,10/1/2017  2:10:38 AM,Suspicious Vehicle,Citation Issued,"Gibson, Kathryn",Craddock Ave/Valencia Way
170000070196,10/1/2017  2:16:35 AM,Welfare Concern,Report,"Marroquin, Christopher",2541 Deer Stand Lp
170000070197,10/1/2017  2:19:39 AM,Disturbance - Phys/Fight,Report,"Alvarado, Manuel",123 N Edward Gary St
170000070199,10/1/2017  2:25:00 AM,Accident - Major/Injury,Report,"Alvarado, Manuel",207 SB
170000070208,10/1/2017  2:58:37 AM,Disturbance - Phys/Fight,Report,"Saavedra, Tim",1701 Mill St
170000070212,10/1/2017  3:32:17 AM,Disturbance - Noise,Verbal Warning,"Alvarado, Manuel",1850 Aquarena Springs Dr
170000070218,10/1/2017  4:29:53 AM,Trespassing/Unwanted,Warning,"Verver, Elias",1303 S IH 35
170000070219,10/1/2017  4:34:23 AM,Property - Lost/Found/Imp,Refer To COPR,,611 N Lbj Dr
170000070243,10/1/2017  10:38:55 AM,Vehicle Theft,Report,"Williams, Jack",1348 Thorpe Ln
170000070249,10/1/2017  11:47:01 AM,Wanted Person,Arrest,"Sparenberg, Andrew",209 N IH 35
170000070260,10/1/2017  1:08:32 PM,Accident - Major/Injury,Report,"Williams, Jack",Broadway St/Hwy 123
170000070262,10/1/2017  1:23:05 PM,Threat,Refer To COPR,"Arredondo, Danny",1975 Aquarena Springs Dr
170000070266,10/1/2017  1:45:58 PM,Accident - Minor,Report,"Sembera, Jeremy",1410 N LBJ Dr
170000070272,10/1/2017  2:28:12 PM,Theft,Arrest,"Williams, Jack",550 Barnes Dr
170000070273,10/1/2017  2:33:01 PM,Recovered Stolen Vehicle,Report,"Arredondo, Danny",345 Champions Blvd
170000070285,10/1/2017  3:39:16 PM,Attempt to Locate,Ref oth Agncy,,200 SB
170000070286,10/1/2017  3:47:45 PM,Accident - Unknown,Report,"Sembera, Jeremy",210 NB
170000070293,10/1/2017  4:05:16 PM,Accident - Major/Injury,Arrest,"Alvarado, Manuel",EXIT 210 NB
170000070297,10/1/2017  4:21:37 PM,Accident - Hit and Run,Blue Form Issue,,EXIT 210 NB
170000070304,10/1/2017  5:01:43 PM,Accident - Hit and Run,Report,"Crook, Daniel",210 E Access Rd
170000070308,10/1/2017  5:18:40 PM,Threat,Report,"Jackson, Phillip",2300 S IH 35
170000070314,10/1/2017  5:41:28 PM,Accident - Minor,Blue Form Issue,"Marroquin, Christopher",201 NB
170000070319,10/1/2017  5:48:24 PM,Accident - Major/Injury,Report,"Tureaud, Benjamin",201 NB
170000070335,10/1/2017  7:39:16 PM,Theft,Refer To COPR,"Pierce, Basil",421 W San Antonio St
170000070341,10/1/2017  8:03:41 PM,Burglary - Vehicle,Arrest,"Tureaud, Benjamin",1305 S IH 35
170000070342,10/1/2017  8:03:44 PM,Disturbance - Noise,Citation Issued,"Pierce, Basil",1951 Hunter Rd
170000070346,10/1/2017  8:23:35 PM,Attempt to Locate,Citation Issued,"Marroquin, Christopher",210 SB
170000070352,10/1/2017  8:47:33 PM,Assist Outside Agency,Report,"Verver, Elias",1307 Uhland Rd
170000070362,10/1/2017  9:26:29 PM,Theft,Citation Issued,"Fischer, Vincent",641 E Hopkins St
170000070372,10/1/2017  10:38:55 PM,Disturbance - Noise,Verbal Warning,"Contreras, Ysidro",404 Centre St
170000070379,10/1/2017  11:34:20 PM,Threat,Arrest,"Alvarado, Manuel",108 N IH 35
170000070392,10/2/2017  1:34:19 AM,Attempt to Locate,Warning,"Tennant, Casey",198 NB
170000070403,10/2/2017  6:38:59 AM,Investigation,Warning,"Murphy, Logan",1617 Aquarena Springs Dr
170000070410,10/2/2017  7:34:28 AM,Accident - Unknown,Report,"Murphy, Logan",202 SB
170000070418,10/2/2017  8:41:54 AM,Trespassing/Unwanted,Citation Issued,"Murphy, Logan",1251 N IH 35
170000070440,10/2/2017  10:00:38 AM,Foot Patrol,Blotter Report,"Almendarez, Ramiro",The Quad
170000070457,10/2/2017  11:28:10 AM,Mental Health Invest,Report,"Murphy, Logan",108 N IH 35
170000070462,10/2/2017  11:43:27 AM,Viol City Ordinance,Verbal Warning,"Mendoza, Celedonio",555 Cheatham St
170000070479,10/2/2017  1:29:26 PM,Supplement,Ref oth Agncy,,2300 S IH 35
170000070490,10/2/2017  2:24:37 PM,Theft,Report,"Alvarado, Manuel",2300 S IH 35
170000070507,10/2/2017  3:07:16 PM,Theft,Arrest,"Charleswell, Eric",641 E Hopkins St
170000070511,10/2/2017  3:22:37 PM,Property - Lost/Found/Imp,Report,"Engler, Tracy",2300 S IH 35
170000070529,10/2/2017  4:20:42 PM,Recovered Stolen Vehicle,Report,"Wooten, Christopher",1635 Aquarena Springs Dr
170000070533,10/2/2017  4:41:19 PM,Accident - Minor,Report,"Alvarado, Manuel",500blk Wonder World Dr
170000070538,10/2/2017  4:55:03 PM,Forgery,Refer To COPR,"Reeder, John",2300 S IH 35
170000070544,10/2/2017  5:31:10 PM,Disturbance - Phys/Fight,Citation Issued,"Allen, Ashley",1415 Craddock Ave
170000070545,10/2/2017  5:33:08 PM,Solicitors,Warning,"Allen, Ashley",920 Hwy 80
170000070567,10/2/2017  6:42:30 PM,Attempt to Locate,Ref oth Agncy,,207 SB
170000070569,10/2/2017  6:45:59 PM,Attempt to Locate,Ref oth Agncy,,201 SB
170000070570,10/2/2017  6:46:09 PM,Civil Standby,Ref oth Agncy,"Wooten, Christopher",307 Woodrose
170000070572,10/2/2017  7:02:52 PM,Robbery - Agg,Arrest,"Wooten, Christopher",1250 Wonder World Dr
170000070575,10/2/2017  7:29:02 PM,Viol City Ordinance,Verbal Warning,"Blackwood, Kevin",823 Midway St
170000070579,10/2/2017  8:13:15 PM,Disturbance - Verbal,Arrest,"Putnam, Justin",N LBJ Dr/E Hopkins St
170000070582,10/2/2017  8:35:43 PM,Accident - Unknown,Report,"Allen, Ashley",205 NB
170000070586,10/2/2017  9:11:40 PM,Welfare Concern,Report,"Wisener, Andrew",2913 Hunter Rd
170000070591,10/2/2017  9:58:55 PM,Impersonating LE Officer,Arrest,"Gonzales, Gavin",Centerpoint Rd/Centerpoint Ct
170000070632,10/3/2017  3:08:15 AM,Disturbance - Verbal,Citation Issued,"Gonzales, Gavin",701 S LBJ Dr
170000070634,10/3/2017  3:46:02 AM,Attempt to Locate,Arrest,"Gonzales, Gavin",205 SB
170000070647,10/3/2017  6:55:16 AM,Accident - Major/Injury,Report,"Smith, Marcus",Academy St/W Holland St
170000070649,10/3/2017  6:59:05 AM,Criminal Mischief,Report,"Charleswell, Eric",1614 Hofheinz St
170000070654,10/3/2017  7:35:31 AM,Investigation,Multiple Arrest,"Murphy, Logan",1635 Aquarena Springs Dr
170000070666,10/3/2017  8:08:22 AM,Accident - Hit and Run,Blue Form Issue,"Harrison, Todd",1011 N IH 35
170000070667,10/3/2017  8:27:18 AM,Accident - Minor,Report,"Smith, Marcus",N Guadalupe St/E Hopkins St
170000070682,10/3/2017  9:26:16 AM,Investigation,Report,"Mendoza, Celedonio",408 S LBJ Dr
170000070691,10/3/2017  10:12:59 AM,Credit/Debit Abuse,Report,"Harrison, Todd",1015 Hwy 80
