Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
170000069039,9/26/2017  7:50:32 AM,Information,No Report,"Sembera, Jeremy",1740 Old Ranch Road 12
,,,,,
170000069040,9/26/2017  7:54:34 AM,Disturbance - Phys/Fight,No Report,"Castillo, Daniel",1011 N IH 35
,,,,,
170000069041,9/26/2017  7:55:02 AM,,Ignore,,
,,,,,
170000069042,9/26/2017  8:10:26 AM,Flagged Down,No Report,"Sparenberg, Andrew",801 River Rd
,,,,,
170000069047,9/26/2017  8:45:48 AM,Trespassing/Unwanted,No Report,"Sparenberg, Andrew",106 N IH 355
,,,,,
170000069050,9/26/2017  9:17:09 AM,Welfare Concern,No Report,"Sparenberg, Andrew",204 NB
,,,,,
170000069051,9/26/2017  9:18:37 AM,Welfare Concern,No Report,,1805 Peter Garza St
,,,,,
170000069054,9/26/2017  9:40:04 AM,,Ignore,,Fastenal
,,,,,
170000069055,9/26/2017  9:49:52 AM,Attempt to Locate,No Report,,Hwy 21/Hwy 80
,,,,,
170000069056,9/26/2017  9:54:16 AM,Disturbance - Verbal,No Report,"Sparenberg, Andrew",705 River Rd
,,,,,
170000069057,9/26/2017  9:54:30 AM,Accident - Minor,Report,"Sembera, Jeremy",705 Aquarena Springs Dr
,,,,,
170000069059,9/26/2017  10:03:57 AM,Suspicious Vehicle,No Report,"Sembera, Jeremy",1160 Thorpe Ln
,,,,,
170000069060,9/26/2017  10:14:39 AM,Investigation,No Report,"Ames, Garner",2601 Rattler Rd
,,,,,
170000069061,9/26/2017  10:16:12 AM,Community Contact,No Report,"Myers, Sam",1700 Lehman Rd
,,,,,
170000069062,9/26/2017  10:31:58 AM,Investigation,No Report,"Marin, Adrian",1013 Dailey St
,,,,,
170000069064,9/26/2017  10:41:06 AM,Credit/Debit Abuse,No Report,"Harrison, Todd",101 University Dr
,,,,,
170000069065,9/26/2017  10:44:05 AM,Suspicious Circumstances,No Report,"Aubry, Patrick",1190 Thorpe Ln
,,,,,
170000069067,9/26/2017  10:50:51 AM,Susp Package/Explosives,Fire Call,"Green, Jeff",1050 McKinley Place Dr
,,,,,
170000069068,9/26/2017  10:53:07 AM,Assist Fire Department,Report,"Ladd, Clint",1050 McKinley Place Dr
,,,,,
170000069070,9/26/2017  10:58:43 AM,Credit/Debit Abuse,No Report,"Sembera, Jeremy",1602 Mill St
,,,,,
170000069071,9/26/2017  11:01:26 AM,Burglary - Vehicle,Refer To COPR,"Sembera, Jeremy",1640 Aquarena Springs Dr
,,,,,
170000069074,9/26/2017  11:02:03 AM,,Ignore,,
,,,,,
170000069076,9/26/2017  11:28:02 AM,Property - Lost/Found/Imp,Report,"Bradshaw, Ed",612 Barbara Dr
,,,,,
170000069077,9/26/2017  11:33:33 AM,Fraud,No Report,"Harrison, Todd",1204 Amherst Ave
,,,,,
170000069079,9/26/2017  11:41:04 AM,Mental Health Follow Up,No Report,"Sheridan, Grant",301 Foxtail Run
,,,,,
170000069080,9/26/2017  11:47:29 AM,Disturbance - Verbal,No Contact,"Daenzer, Matthew",1433 N IH 35
,,,,,
170000069081,9/26/2017  12:10:50 PM,Accident - Unknown,Blue Form Issue,"Daenzer, Matthew",202 NB
,,,,,
170000069082,9/26/2017  12:11:13 PM,Accident - Unknown,No Report,,201 NB
,,,,,
170000069083,9/26/2017  12:22:37 PM,Criminal Mischief,Report,"Harrison, Todd",407 S Stagecoach Trl
,,,,,
170000069085,9/26/2017  12:35:40 PM,Accident - Minor,Blue Form Issue,"Arredondo, Danny",E Access Rd/River Ridge Pkwy
,,,,,
170000069086,9/26/2017  12:43:05 PM,Alarm - Robbery,Cancelled,"Sparenberg, Andrew",925 Hwy 80
,,,,,
170000069087,9/26/2017  12:44:12 PM,Accident - Minor,Blue Form Issue,"Sparenberg, Andrew",100blk N IH 35
,,,,,
170000069088,9/26/2017  1:05:46 PM,Criminal Mischief,Refer To COPR,"Cope, John",650 E Hopkins St
,,,,,
170000069089,9/26/2017  1:14:14 PM,Accident - Minor,Report,"Daenzer, Matthew",205 NB
,,,,,
170000069091,9/26/2017  1:39:35 PM,Fraud,Ref oth Agncy,"Daenzer, Matthew",325 W McCarty Ln
,,,,,
170000069094,9/26/2017  2:01:12 PM,Information,Report,"Cope, John",105 Bintu Dr
,,,,,
170000069097,9/26/2017  2:19:55 PM,Investigation,Citation Issued,"Byer, Connor",Cotter Ave/Riverway Ave
,,,,,
170000069098,9/26/2017  2:24:39 PM,Mental Health Follow Up,No Contact,"Myers, Sam",512 Craddock Ave
,,,,,
170000069099,9/26/2017  2:32:37 PM,Mental Health Follow Up,No Report,"Myers, Sam",113 Cedargrove
,,,,,
170000069100,9/26/2017  2:41:32 PM,Investigation,No Report,"Marin, Adrian",1701 N IH 35
,,,,,
170000069101,9/26/2017  2:41:43 PM,Mental Health Follow Up,No Report,"Myers, Sam",1647 Post Rd
,,,,,
170000069103,9/26/2017  2:55:27 PM,Mental Health Follow Up,No Report,"Bender, Joyce",1650 River Rd
,,,,,
170000069105,9/26/2017  2:59:48 PM,Disturbance - Verbal,No Report,"Daenzer, Matthew",333 Stagecoach Trl
,,,,,
170000069106,9/26/2017  3:11:16 PM,Mental Health Follow Up,No Contact,"Myers, Sam",1150 E River Ridge Pkwy
,,,,,
170000069111,9/26/2017  3:34:14 PM,Mental Health Follow Up,No Report,"Bender, Joyce",2300 S IH 35
,,,,,
170000069112,9/26/2017  3:36:34 PM,Mental Health Follow Up,No Contact,"Myers, Sam",1354 Thorpe Ln
,,,,,
170000069113,9/26/2017  3:44:07 PM,Suspicious Circumstances,No Report,"Daenzer, Matthew",500blk Harvey St
,,,,,
170000069114,9/26/2017  3:51:04 PM,Fraud,Report,"Murphy, Logan",901 Hwy 80
,,,,,
170000069115,9/26/2017  3:51:52 PM,Accident - Unknown,Report,"Sparenberg, Andrew",E Hopkins St/Thorpe Ln
,,,,,
170000069116,9/26/2017  3:55:08 PM,Accident - Major/Injury,Report,"Sparenberg, Andrew",210 NB
,,,,,
170000069117,9/26/2017  4:01:39 PM,Suspicious Vehicle,No Report,"Daenzer, Matthew",440 S Guadalupe St
,,,,,
170000069118,9/26/2017  4:03:04 PM,Accident - Minor,Blue Form Issue,"Fischer, Vincent",200 W Hopkins St
,,,,,
170000069119,9/26/2017  4:09:29 PM,Accident - Minor,Report,"Osborne, Joseph",EXIT 204B SB
,,,,,
170000069123,9/26/2017  4:47:51 PM,Accident - Unknown,No Contact,"Murphy, Logan",208 NB
,,,,,
170000069126,9/26/2017  5:08:47 PM,Assault,No Report,"Pierce, Basil",1655 Mill St
,,,,,
170000069127,9/26/2017  5:12:26 PM,Attempt to Locate,No Report,,Wonder World Dr/E Access Rd
,,,,,
170000069128,9/26/2017  5:14:14 PM,Civil Matter,No Report,"Cope, John",2300 S IH 35
,,,,,
170000069130,9/26/2017  5:33:30 PM,Suspicious Person,No Contact,"Marroquin, Christopher",S Guadalupe St/RR Tracks (Cheatham St)
,,,,,
170000069132,9/26/2017  5:48:05 PM,Assist Fire Department,No Report,"Murphy, Logan",1010 Chestnut St
,,,,,
170000069134,9/26/2017  6:07:41 PM,Accident - Minor,Report,"Murphy, Logan",1800blk Old Ranch Road 12
,,,,,
170000069139,9/26/2017  6:41:56 PM,Public Assist,No Report,"Marroquin, Christopher",E McCarty Ln/E RR Tracks
,,,,,
170000069140,9/26/2017  6:50:25 PM,Civil Matter,No Report,"Pierce, Basil",503 Uhland Rd Lot 80
,,,,,
170000069144,9/26/2017  7:06:39 PM,Disturbance - Verbal,No Report,"Marroquin, Christopher",1001 Leah Ave
,,,,,
170000069145,9/26/2017  7:07:05 PM,Disturbance - Verbal,Ignore,,1001 Leah Ave
,,,,,
170000069147,9/26/2017  7:45:25 PM,Attempt to Locate,No Report,,First St/Lockhart St
,,,,,
170000069150,9/26/2017  8:16:19 PM,Attempt to Locate,Ref oth Agncy,,202 SB
,,,,,
170000069151,9/26/2017  8:26:01 PM,Attempt to Locate,No Report,,210 SB
,,,,,
170000069152,9/26/2017  8:38:34 PM,Welfare Concern,No Report,"Fischer, Vincent",817 Chestnut St
,,,,,
170000069153,9/26/2017  8:40:58 PM,Welfare Concern,No Contact,"Tennant, Casey",100 Warden Ln
,,,,,
170000069155,9/26/2017  8:45:23 PM,Disturbance - Phys/Fight,No Report,"Tennant, Casey",1647 Post Rd
,,,,,
170000069156,9/26/2017  8:51:01 PM,Disturbance - Verbal,Report,"Murphy, Logan",705 Allen St
,,,,,
170000069160,9/26/2017  9:28:44 PM,Public Assist,No Report,"Cormier, Claudia",1647 Post Rd
,,,,,
170000069162,9/26/2017  9:47:56 PM,Suspicious Person,No Contact,"Tureaud, Benjamin",700blk Sturgeon Dr
,,,,,
170000069163,9/26/2017  9:56:26 PM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",1850 Aquarena Springs Dr
,,,,,
170000069169,9/26/2017  10:13:25 PM,Disturbance - Noise,Unfounded,"Tureaud, Benjamin",1650 River Rd
,,,,,
170000069170,9/26/2017  10:16:14 PM,,Cancelled,,
,,,,,
170000069171,9/26/2017  10:16:31 PM,Supplement,No Report,"Pierce, Basil",315 Reynolds St
,,,,,
170000069172,9/26/2017  10:32:01 PM,Trespassing/Unwanted,No Report,"Tureaud, Benjamin",451 Barnes Dr
,,,,,
170000069174,9/26/2017  10:35:37 PM,Disturbance - Noise,No Report,"Marroquin, Christopher",1250 Sadler Dr
,,,,,
170000069178,9/26/2017  10:43:46 PM,Disturbance - Noise,Ref oth Agncy,,1250 Sadler Dr
,,,,,
170000069182,9/26/2017  11:15:46 PM,Suspicious Person,No Report,"Tureaud, Benjamin",300 S Stagecoach Trl
,,,,,
170000069184,9/26/2017  11:21:39 PM,Close Patrol,No Report,"Lee, Don",1305 S IH 35
,,,,,
170000069185,9/26/2017  11:22:34 PM,Discharged Firearm,Unfounded,"Murphy, Logan",400blk Sarah St
,,,,,
170000069186,9/26/2017  11:35:59 PM,Disturbance - Phys/Fight,No Report,"Tennant, Casey",209 N IH 35
,,,,,
170000069188,9/26/2017  11:41:59 PM,Disturbance - Noise,Unfounded,"Cormier, Claudia",1150 E River Ridge Pkwy
,,,,,
170000069190,9/27/2017  12:20:49 AM,Disturbance - Verbal,Arrest,"Tureaud, Benjamin",209 N IH 35
,,,,,
170000069192,9/27/2017  12:37:46 AM,Viol City Ordinance,Verbal Warning,"Pierce, Basil",555 Cheatham St
,,,,,
170000069193,9/27/2017  12:38:13 AM,Public Assist,Cancelled,"Pierce, Basil",2769 N IH 35
,,,,,
170000069194,9/27/2017  12:43:51 AM,Attempt to Locate,No Report,"Gibson, Kathryn",199 NB
,,,,,
170000069195,9/27/2017  12:46:22 AM,Suspicious Person,No Report,"Cormier, Jayson",100 W Hopkins St
,,,,,
170000069197,9/27/2017  12:53:53 AM,Suspicious Person,Arrest,"Murphy, Logan",1700 Hunter Rd
,,,,,
170000069198,9/27/2017  1:00:02 AM,Suspicious Vehicle,Citation Issued,"Tennant, Casey",123 N Edward Gary St
,,,,,
170000069201,9/27/2017  1:15:02 AM,Information,No Report,,2300 S IH 35
,,,,,
170000069203,9/27/2017  1:31:38 AM,Foot Patrol,No Report,"Fischer, Vincent",Blanco St/San Antonio St
,,,,,
170000069205,9/27/2017  1:39:39 AM,Pedestrian Stop,No Report,"Pierce, Basil",336 W Hopkins St
,,,,,
170000069206,9/27/2017  1:43:33 AM,Flagged Down,No Report,"Royston, Daniel",100 N Guadalupe St
,,,,,
170000069207,9/27/2017  1:52:40 AM,Public Intoxication,Report,"Seals, Bradley",309 N Edward Gary St
,,,,,
170000069209,9/27/2017  2:03:47 AM,Disturbance - Verbal,No Report,"Fischer, Vincent",138 N LBJ Dr
,,,,,
170000069211,9/27/2017  2:05:40 AM,Suspicious Circumstances,No Report,"Osborne, Joseph",105 Dashwood
,,,,,
170000069212,9/27/2017  2:07:24 AM,Disturbance - Phys/Fight,No Report,"Murphy, Logan",100 W Hopkins St
,,,,,
170000069213,9/27/2017  2:09:10 AM,Disturbance - Verbal,No Report,"Marroquin, Christopher",401 N Fredericksburg St
,,,,,
170000069216,9/27/2017  2:12:07 AM,Public Intoxication,Arrest,"Tennant, Casey",126 S Guadalupe St
,,,,,
170000069217,9/27/2017  2:14:20 AM,Viol City Ordinance,Citation Issued,"Fischer, Vincent",N LBJ Dr/E Hopkins St
,,,,,
170000069219,9/27/2017  2:32:14 AM,Public Intoxication,Arrest,"Murphy, Logan",207 E Hutchison St
,,,,,
170000069220,9/27/2017  3:02:19 AM,Property - Lost/Found/Imp,No Report,"Sarver, Stephen",100blk N LBJ Dr
,,,,,
170000069222,9/27/2017  3:30:38 AM,Disturbance - Phys/Fight,No Report,"Verver, Elias",1647 Post Rd
,,,,,
170000069225,9/27/2017  3:57:15 AM,Public Assist,No Report,"Cormier, Claudia",1850 Aquarena Springs Dr
,,,,,
170000069228,9/27/2017  4:25:05 AM,Alarm - Vehicle,No Report,"Tennant, Casey",800 N LBJ Dr
,,,,,
170000069233,9/27/2017  6:10:27 AM,Accident - Minor,Report,"Smith, Marcus",W Sessom Dr/N LBJ Dr
,,,,,
170000069234,9/27/2017  6:10:30 AM,Accident - Unknown,Ref oth Agncy,,W Sessom Dr/N LBJ Dr
,,,,,
170000069237,9/27/2017  6:35:24 AM,Suspicious Person,Arrest,"Alvarado, Manuel",S Stagecoach Trl/Key St
,,,,,
170000069239,9/27/2017  7:00:23 AM,Vehicle Theft,Report,"Scott, Charles",345 Champions Blvd
,,,,,
170000069241,9/27/2017  7:09:56 AM,Accident - Hit and Run,No Report,"Smith, Marcus",100blk W Hopkins St
,,,,,
170000069242,9/27/2017  7:11:59 AM,Harassment,No Report,"Copeland, Kenneth",1303 Belmont Dr
,,,,,
170000069251,9/27/2017  7:58:11 AM,Sick Person,Patient Trans,"Hassig, Nicholas B",1351 Sadler Dr
,,,,,
170000069252,9/27/2017  8:00:53 AM,Trespassing/Unwanted,Warning,"Elrod, Candace",2201 S IH 35
,,,,,
170000069258,9/27/2017  8:32:58 AM,Threat,No Report,"Beller, Paul",310 Smith Ln
,,,,,
170000069260,9/27/2017  8:46:28 AM,Curfew Violation,Citation Issued,"Castillo, DJ",2601 Rattler Rd
,,,,,
170000069261,9/27/2017  8:58:42 AM,Attempt to Locate,No Report,,210 SB
,,,,,
170000069263,9/27/2017  9:12:54 AM,Community Contact,No Report,"Smith, Marcus",118 Ladybird Ln
,,,,,
170000069271,9/27/2017  10:09:32 AM,Accident - Hit and Run,Blue Form Issue,"Harrison, Todd",1200blk S IH 35
,,,,,
170000069272,9/27/2017  10:10:33 AM,Alarm - Robbery,False Alarm,"Smith, Marcus",217 N C M Allen Pkwy
,,,,,
170000069276,9/27/2017  10:45:00 AM,Mental Health Invest,Report,"Sheridan, Grant",1200 N Bishop St
,,,,,
170000069277,9/27/2017  10:53:19 AM,,Ignore,,
,,,,,
170000069284,9/27/2017  11:31:32 AM,Suspicious Person,No Report,"Smith, Marcus",1617 Aquarena Springs Dr
,,,,,
170000069285,9/27/2017  11:33:08 AM,Accident - Minor,Report,"Alvarado, Manuel",811 S Guadalupe St
,,,,,
170000069286,9/27/2017  11:40:07 AM,Investigation,No Report,"Mendoza, Celedonio",308 Saltillo St
,,,,,
170000069287,9/27/2017  12:00:22 PM,Mental Health Follow Up,No Report,"Sheridan, Grant",121 E De Zavala Dr
,,,,,
170000069290,9/27/2017  12:03:25 PM,Viol City Ordinance,Warning,"Mendoza, Celedonio",306 Oakdale Dr
,,,,,
170000069291,9/27/2017  12:08:10 PM,Investigation,No Report,"Sheridan, Grant",208 S Guadalupe St
,,,,,
170000069294,9/27/2017  12:26:41 PM,Disturbance - Noise,No Report,"Smith, Marcus",800 N LBJ Dr
,,,,,
170000069295,9/27/2017  12:36:27 PM,Animal Call,No Report,"Elrod, Candace",1418 Blk Wonder World Dr
,,,,,
170000069297,9/27/2017  12:43:03 PM,Community Contact,No Report,"Bender, Joyce",102 Wonder World Dr
,,,,,
170000069298,9/27/2017  12:44:22 PM,Supplement,No Report,"Alvarado, Manuel",712 S Stagecoach Trl
,,,,,
170000069301,9/27/2017  12:53:55 PM,Suspicious Person,No Contact,"Smith, Marcus",345 Champions Blvd
,,,,,
170000069302,9/27/2017  12:54:13 PM,Public Assist,No Report,"Elrod, Candace",2300 S IH 35
,,,,,
170000069303,9/27/2017  1:02:06 PM,Suspicious Person,No Report,"Alvarado, Manuel",202 SB
,,,,,
170000069304,9/27/2017  1:05:08 PM,Close Patrol,No Report,,1311 Christopher St
,,,,,
170000069306,9/27/2017  1:16:33 PM,Close Patrol,No Report,,801 River Rd
,,,,,
170000069308,9/27/2017  1:20:03 PM,Accident - Minor,Citation Issued,"Verver, Elias",2050 S IH 35
,,,,,
170000069312,9/27/2017  1:39:38 PM,Accident - Hit and Run,No Report,"Scott, Charles",1111 Avalon Ave
,,,,,
170000069315,9/27/2017  1:49:03 PM,Mental Health Invest,No Report,"Sheridan, Grant",121 E De Zavala Dr
,,,,,
170000069316,9/27/2017  1:49:55 PM,Canine Search,No Report,"Wood, John",525 Hyatt Lost Pines Road
,,,,,
170000069319,9/27/2017  2:11:42 PM,Attempt to Locate,No Report,,202 SB
,,,,,
170000069320,9/27/2017  2:11:51 PM,Fraud,No Contact,"Verver, Elias",2300 S IH 35
,,,,,
170000069323,9/27/2017  2:33:35 PM,Suicidal Person,No Report,"Bender, Joyce",1441 Leah Ave
,,,,,
170000069326,9/27/2017  2:50:44 PM,Community Contact,No Report,"Castillo, DJ",1805 Peter Garza St
,,,,,
170000069331,9/27/2017  3:29:57 PM,Civil Matter,No Report,"Scott, Charles",801 River Rd
,,,,,
170000069333,9/27/2017  3:54:44 PM,Burglary - Vehicle,No Report,"Blackwood, Kevin",1506 S IH 35
,,,,,
170000069334,9/27/2017  3:58:28 PM,Credit/Debit Abuse,Report,"Sarver, Stephen",2300 S IH 35
,,,,,
170000069336,9/27/2017  4:10:27 PM,Disturbance - Phys/Fight,No Report,"Sarver, Stephen",900 Bugg Ln
,,,,,
170000069337,9/27/2017  4:10:57 PM,Disturbance - Phys/Fight,Ignore,,900 Bugg Ln
,,,,,
170000069339,9/27/2017  4:23:41 PM,Disturbance - Noise,No Report,"Follis, Brad",301 Foxtail Run
,,,,,
170000069341,9/27/2017  4:44:41 PM,Accident - Minor,No Report,"Wisener, Andrew",E Access Rd/Davis Ln
,,,,,
170000069342,9/27/2017  4:49:03 PM,Criminal Mischief,Report,"Blackwood, Kevin",700 S Loop St
,,,,,
170000069343,9/27/2017  4:51:57 PM,Criminal Mischief,Ref oth Agncy,,350 North St
,,,,,
170000069344,9/27/2017  5:00:52 PM,Welfare Concern,Cancelled,"Stephens, Paul",1230 N LBJ Dr
,,,,,
170000069352,9/27/2017  5:36:14 PM,Harassment,No Report,"Blackwood, Kevin",1608 S IH 35
,,,,,
170000069357,9/27/2017  5:49:24 PM,Attempt to Locate,No Report,,Hunter Rd/Wonder World Dr
,,,,,
170000069359,9/27/2017  6:08:03 PM,Accident - Minor,Citation Issued,"Wooten, Christopher",1250 N IH 35
,,,,,
170000069360,9/27/2017  6:18:25 PM,Attempt to Locate,No Contact,"Lee, Don",202 NB
,,,,,
170000069361,9/27/2017  6:22:43 PM,Accident - Unknown,Report,"Sarver, Stephen",2980 S IH 35
,,,,,
170000069366,9/27/2017  6:47:12 PM,Accident - Minor,Report,"Sarver, Stephen",2980 S IH 35
,,,,,
170000069371,9/27/2017  7:06:34 PM,Viol City Ordinance,Verbal Warning,"Wisener, Andrew",W Access Rd/S Guadalupe St
,,,,,
170000069373,9/27/2017  7:13:03 PM,Vehicle Theft,No Report,,200 Uhland Rd
,,,,,
170000069374,9/27/2017  7:13:56 PM,Suspicious Vehicle,No Report,"Blackwood, Kevin",516 Harvey St
,,,,,
170000069375,9/27/2017  7:18:15 PM,Suspicious Circumstances,No Report,"Sarver, Stephen",314 Oakdale Dr
,,,,,
170000069376,9/27/2017  7:19:53 PM,Accident - Minor,Arrest,"Wooten, Christopher",217 E Hopkins St
,,,,,
170000069377,9/27/2017  7:26:00 PM,Suspicious Person,Warning,"Sarver, Stephen",2601 Rattler Rd
,,,,,
170000069380,9/27/2017  7:27:09 PM,Mental Health Invest,No Report,"Bender, Joyce",6001 Kyle Pkwy
,,,,,
170000069378,9/27/2017  7:32:03 PM,Viol City Ordinance,No Contact,"Wisener, Andrew",121 N IH 35
,,,,,
170000069383,9/27/2017  7:57:35 PM,Theft,Refer To COPR,"Wisener, Andrew",1015 Hwy 80
,,,,,
170000069385,9/27/2017  8:16:50 PM,Marijuana,Verbal Warning,"Putnam, Justin",1433 N IH 35
,,,,,
170000069386,9/27/2017  8:17:08 PM,Accident - Minor,No Report,,900 Bugg Ln
,,,,,
170000069387,9/27/2017  8:23:41 PM,Attempt to Locate,No Report,,1200blk Hwy 80
,,,,,
170000069393,9/27/2017  9:32:47 PM,Assist Fire Department,No Report,"Gonzales, Gavin",200 Robbie Ln
,,,,,
170000069394,9/27/2017  9:32:54 PM,Disturbance - Verbal,No Report,"Blackwood, Kevin",184 North Fork Rd
,,,,,
170000069397,9/27/2017  9:55:01 PM,Theft,Report,"Williams, Jack",1600 Clovis Barker Rd
,,,,,
170000069402,9/27/2017  10:03:49 PM,Flagged Down,No Report,"Lee, Don",901 Hwy 80
,,,,,
170000069407,9/27/2017  10:17:06 PM,Disturbance - Noise,Unfounded,"Putnam, Justin",817 Chestnut St
,,,,,
170000069410,9/27/2017  10:34:05 PM,Disturbance - Phys/Fight,No Report,"Wisener, Andrew",1650 River Rd
,,,,,
170000069411,9/27/2017  10:39:07 PM,Discharged Firearm,Unfounded,"Gonzales, Gavin",817 Chestnut St
,,,,,
170000069412,9/27/2017  10:45:53 PM,Assist Outside Agency,No Report,"Lobo, Kyle",126 N LBJ Dr
,,,,,
170000069413,9/27/2017  11:01:45 PM,Disturbance - Noise,Warning,"Wooten, Christopher",301 Telluride St
,,,,,
170000069414,9/27/2017  11:05:30 PM,Wanted Person,Arrest,"Lobo, Kyle",216 E Hopkins St
,,,,,
170000069417,9/27/2017  11:28:29 PM,Suspicious Vehicle,No Contact,"Gonzales, Gavin",2106 Hunter Rd
,,,,,
170000069420,9/27/2017  11:52:04 PM,Suspicious Vehicle,Arrest,"Lobo, Kyle",237 N LBJ Dr
,,,,,
170000069423,9/28/2017  12:11:47 AM,Suspicious Vehicle,No Report,"Lee, Don",102 Wonder World Dr
,,,,,
170000069424,9/28/2017  12:14:02 AM,Suspicious Person,No Report,"Wisener, Andrew",1400 Clarewood Dr
,,,,,
170000069425,9/28/2017  12:19:23 AM,Viol City Ordinance,Verbal Warning,"Gonzales, Gavin",555 Cheatham St
,,,,,
170000069426,9/28/2017  12:21:07 AM,Investigation,No Report,"Seals, Bradley",1975 Aquarena Springs Dr
,,,,,
170000069427,9/28/2017  12:28:34 AM,Suspicious Vehicle,No Report,"Cormier, Claudia",101 Uhland Rd
,,,,,
170000069428,9/28/2017  12:42:15 AM,Investigation,Ignore,"Seals, Bradley",1975 Aquarena Springs Dr
,,,,,
170000069429,9/28/2017  12:45:55 AM,Disturbance - Noise,Unfounded,"Wooten, Christopher",1150 E River Ridge Pkwy
,,,,,
170000069431,9/28/2017  1:05:28 AM,Assist EMS,No Report,"Almendarez, Ramiro",124 N LBJ Dr
,,,,,
170000069433,9/28/2017  1:22:22 AM,Suspicious Person,No Report,"Sarver, Stephen",1346 Thorpe Ln
,,,,,
170000069434,9/28/2017  1:24:34 AM,Burglary - Vehicle,Arrest,"Wooten, Christopher",650 E Hopkins St
,,,,,
170000069435,9/28/2017  1:28:49 AM,Investigation,No Report,"Seals, Bradley",1305 Baylor Ave
,,,,,
170000069439,9/28/2017  2:06:55 AM,Close Patrol,No Report,"Blackwood, Kevin",108 W Hillcrest Dr
,,,,,
170000069440,9/28/2017  2:12:46 AM,Investigation,No Report,"Seals, Bradley",1917 Lisa Ln
,,,,,
170000069442,9/28/2017  3:06:19 AM,Foot Patrol,No Report,"Gonzales, Gavin",641 E Hopkins St
,,,,,
170000069443,9/28/2017  3:51:40 AM,Suspicious Circumstances,No Report,"Williams, Jack",300 S Stagecoach Trl
,,,,,
170000069444,9/28/2017  4:16:46 AM,Attempt to Locate,No Report,,209 N IH 35
,,,,,
170000069446,9/28/2017  4:58:57 AM,Accident - Hit and Run,Blue Form Issue,"Royal, GeCorrie",Hwy 80/E Access Rd
,,,,,
170000069447,9/28/2017  5:14:12 AM,Burglary - Vehicle,No Report,"Williams, Jack",225 Ramsay St
,,,,,
170000069450,9/28/2017  6:18:04 AM,Disturbance - Verbal,No Report,"Alvarado, Manuel",701 S LBJ Dr
,,,,,
170000069451,9/28/2017  6:19:55 AM,Burglary - Vehicle,No Report,"Scott, Charles",1951 Aquarena Springs Dr
,,,,,
170000069452,9/28/2017  6:37:39 AM,Personal Break - PT,No Report,"Gonzales, Gavin",2300 S IH 35
,,,,,
170000069453,9/28/2017  6:44:11 AM,Wanted Person,No Report,"Alvarado, Manuel",401 E McCarty Ln
,,,,,
170000069455,9/28/2017  7:04:00 AM,Accident - Minor,Blue Form Issue,"Copeland, Kenneth",E McCarty Ln/Leah Ave
,,,,,
170000069459,9/28/2017  7:43:00 AM,Accident - Minor,Blue Form Issue,"Smith, Marcus",2050 S IH 35
,,,,,
170000069462,9/28/2017  7:51:43 AM,Theft,No Report,"Copeland, Kenneth",2300 S IH 35
,,,,,
