Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
190000000088,1/1/2019  1:02:04 PM,Civil Matter,No Report,"Collier, Greg",503 Uhland Rd
190000000090,1/1/2019  1:28:58 PM,Attempt to Locate,No Report,,204 SB
190000000092,1/1/2019  1:32:02 PM,Disturbance - Verbal,No Report,"Gibson, Kathryn",1716 Hofheinz St
190000000093,1/1/2019  1:40:04 PM,Vehicle Theft,Ref oth Agncy,"Arredondo, Danny",2300 S IH 35
190000000094,1/1/2019  1:44:32 PM,Welfare Concern,No Report,"Duckworth, Daniel",200 SB
190000000095,1/1/2019  1:46:54 PM,Investigation,No Report,"Collier, Greg",1629 Post Rd
190000000096,1/1/2019  1:58:12 PM,Fireworks,No Report,"Collier, Greg",109 West Ave
190000000100,1/1/2019  2:13:09 PM,Vehicle Theft,Ignore,,2300 S IH 35
190000000102,1/1/2019  2:27:35 PM,Suspicious Person,No Report,"Collier, Greg",1617 Aquarena Springs Dr
190000000106,1/1/2019  3:20:05 PM,Information,Ref oth Agncy,"Arredondo, Danny",2300 S IH 35
190000000107,1/1/2019  3:25:09 PM,Attempt to Locate,No Report,,199 NB
190000000109,1/1/2019  4:22:00 PM,Attempt to Locate,No Report,,210 SB
190000000110,1/1/2019  4:25:39 PM,Attempt to Locate,No Report,,4023 SE SECTOR - AT&T MOBILITYMOBILITY
190000000111,1/1/2019  4:32:06 PM,Disturbance - Noise,Verbal Warning,"Taylor, Michael",1350 Sadler Dr
190000000112,1/1/2019  4:41:09 PM,Fireworks,No Report,"Loring, Elizabeth",500blk Linda Dr
190000000113,1/1/2019  4:43:19 PM,Property - Lost/Found/Imp,Refer To COPR,,200 W Hopkins St
190000000114,1/1/2019  5:07:37 PM,Assault,Report,"Loring, Elizabeth",1020 Sycamore St
190000000116,1/1/2019  5:19:26 PM,Suspicious Person,No Report,"Murphy, Logan",1701 Mill St
190000000118,1/1/2019  5:48:03 PM,Wanted Person,No Report,"Loring, Elizabeth",1506 S IH 35
190000000122,1/1/2019  6:11:55 PM,Civil Matter,Ref oth Agncy,,2300 S IH 35
190000000123,1/1/2019  6:26:04 PM,Directed/Area Enforcement,No Report,"Osborne, Joseph",700 W Hopkins St
190000000129,1/1/2019  7:16:42 PM,Suspicious Circumstances,No Report,"Osborne, Joseph",1314 Academy St
190000000133,1/1/2019  7:37:31 PM,Property - Lost/Found/Imp,No Report,"Osborne, Joseph",1321 Clyde St
190000000137,1/1/2019  8:49:52 PM,Discharged Firearm,No Report,"Loring, Elizabeth",107 Chaparral Rd
190000000138,1/1/2019  8:58:44 PM,Investigation,No Report,"Alvarado, Manuel",729 Oscar Smith St
190000000140,1/1/2019  9:09:37 PM,Disturbance - Noise,Unfounded,"McGee, Miranda",1951 Aquarena Springs Dr
190000000141,1/1/2019  9:12:06 PM,Suspicious Circumstances,No Report,"Murphy, Logan",109 West Ave
190000000143,1/1/2019  9:14:45 PM,Attempt to Locate,No Report,,206 SB
190000000149,1/1/2019  9:40:44 PM,Discharged Firearm,No Report,"Williams, Jack",Trestle Tree/Shadowpoint
190000000150,1/1/2019  10:02:05 PM,Disturbance - Noise,Unfounded,"Williams, Jack",1701 River Rd
190000000160,1/1/2019  11:01:09 PM,Fireworks,No Report,"Williams, Jack",1701 Mill St
190000000161,1/1/2019  11:06:59 PM,Accident - Hit and Run,Blue Form Issue,"Alvarado, Manuel",804 Chestnut St
190000000162,1/1/2019  11:07:31 PM,Suspicious Circumstances,No Contact,"Taylor, Michael",1100blk Hilltop Dr
190000000170,1/1/2019  11:50:15 PM,Suspicious Vehicle,Unfounded,"Alvarado, Manuel",630 E Hopkins St
190000000171,1/1/2019  11:54:39 PM,Suspicious Person,No Contact,"Stephens, Paul",W Hutchison St/Moore St
190000000173,1/1/2019  11:59:54 PM,Supplement,No Report,"Taylor, Michael",2250 Clovis Barker Rd
190000000176,1/2/2019  12:18:06 AM,Supplement,No Report,"Wisener, Andrew",2300 S IH 35
190000000177,1/2/2019  12:19:37 AM,Close Patrol,No Report,"Murphy, Logan",1321 N IH 35
190000000178,1/2/2019  12:22:29 AM,Public Assist,No Report,"Saavedra, Tim",1011 Hackberry St
190000000184,1/2/2019  1:52:26 AM,Suspicious Vehicle,No Report,"Taylor, Michael",4015 S IH 35
190000000186,1/2/2019  2:11:49 AM,Suspicious Vehicle,No Report,"Taylor, Michael",3939 S IH 35
190000000188,1/2/2019  2:49:39 AM,Public Assist,No Report,"Williams, Jack",1200 Hwy 80
190000000193,1/2/2019  4:40:52 AM,Accident - Unknown,No Report,"Wisener, Andrew",2131 N IH 35
190000000196,1/2/2019  6:48:20 AM,Attempt to Locate,No Report,,
190000000197,1/2/2019  6:52:19 AM,Assault - Aggravated,Report,"Gibson, Kathryn",1107 San Marcos Pkwy
190000000198,1/2/2019  7:18:03 AM,Suspicious Person,No Report,"Rose, Renaldo",350 North St
190000000202,1/2/2019  8:02:09 AM,Accident - Minor,No Report,,201 NB
190000000208,1/2/2019  8:37:55 AM,Sexual Assault - Agg,Report,"Rose, Renaldo",1500blk S IH 35
190000000209,1/2/2019  8:44:08 AM,Burglary - Vehicle,Report,"Marroquin, Christopher",426 Linda Dr
190000000211,1/2/2019  9:05:20 AM,Assist EMS,No Report,"Germer, Christopher",102 Oak Ridge Dr
190000000212,1/2/2019  9:09:50 AM,Assault,Arrest,"Anderson, Dillan",2917 Hunter Rd
190000000220,1/2/2019  10:20:38 AM,Public Assist,No Report,"Gibson, Kathryn",Old Bastrop/Capistrano
190000000222,1/2/2019  10:28:15 AM,Alarm - Robbery,False Alarm,"Germer, Christopher",1913 Dutton Dr
190000000223,1/2/2019  10:42:55 AM,Accident - Minor,Blue Form Issue,"Germer, Christopher",Clark Ave/Ramsay St
190000000224,1/2/2019  10:45:42 AM,Public Assist,No Report,"Anderson, Dillan",2300 S IH 35
190000000226,1/2/2019  11:02:10 AM,Accident - Minor,Report,"Crook, Daniel",210 S Stagecoach Trl
190000000230,1/2/2019  11:49:01 AM,Supplement,No Report,"Germer, Christopher",315 Reynolds St
190000000231,1/2/2019  11:50:07 AM,Mental Health Invest,No Report,"Sheridan, Grant",130 Jackson Ln
190000000232,1/2/2019  11:54:27 AM,Supplement,No Report,"Gibson, Kathryn",2300 S IH 35
190000000234,1/2/2019  12:12:12 PM,Burglary - Vehicle,Report,"Gibson, Kathryn",1350 Leah Ave
190000000235,1/2/2019  12:29:56 PM,Public Assist,Ignore,"Marroquin, Christopher",
190000000237,1/2/2019  12:31:18 PM,Vehicle Theft,No Report,"Germer, Christopher",1321 N IH 35
190000000238,1/2/2019  12:41:11 PM,Attempt to Locate,Ref oth Agncy,"Rose, Renaldo",202 NB
190000000240,1/2/2019  12:42:49 PM,Attempt to Locate,Ignore,,206 NB
190000000241,1/2/2019  1:13:58 PM,Supplement,No Report,"Germer, Christopher",315 Reynolds St
190000000242,1/2/2019  1:17:15 PM,Assist Outside Agency,No Report,"Rose, Renaldo",210 SB
190000000244,1/2/2019  1:36:45 PM,Fraud,No Report,"Germer, Christopher",401 N Fredericksburg St
190000000245,1/2/2019  1:45:04 PM,Accident - Unknown,Report,"Rose, Renaldo",Thorpe Ln/Aquarena Springs Dr
190000000246,1/2/2019  1:46:55 PM,Traff/Transport Accident,No Patient Tran,"George, Stacie",Thorpe Ln/Aquarena Springs Dr
190000000251,1/2/2019  2:26:09 PM,Accident - Unknown,Report,"Gibson, Kathryn",Old Ranch Road 12/Hughson Dr
190000000254,1/2/2019  2:42:46 PM,Accident - Major/Injury,Report,"Anderson, Dillan",1500blk S IH 35
190000000255,1/2/2019  2:49:57 PM,Fraud,Report,"Marroquin, Christopher",209 N IH 35
190000000256,1/2/2019  2:56:21 PM,Accident - Minor,Report,"Marroquin, Christopher",200 N IH 35
190000000260,1/2/2019  4:18:57 PM,Supplement,No Report,"Drake, Denise",2300 S IH 35
190000000263,1/2/2019  4:35:41 PM,Accident - Major/Injury,Report,"Seals, Bradley",1000blk Hwy 123
190000000264,1/2/2019  4:37:31 PM,Burglary - Vehicle,Report,"Anderson, Dillan",100 N IH 35
190000000272,1/2/2019  5:39:14 PM,Vehicle Theft,No Report,"Poorboy, Duwayne",200blk Linden Ln
190000000273,1/2/2019  5:47:20 PM,Welfare Concern,No Report,"Contreras, Ysidro",1100 Debbie Ct
190000000282,1/2/2019  7:26:45 PM,Fraud,Report,"Poorboy, Duwayne",209 N IH 35
190000000283,1/2/2019  7:27:10 PM,Fraud,Report,"Poorboy, Duwayne",209 N IH 35
190000000284,1/2/2019  7:27:25 PM,Fraud,Report,"Poorboy, Duwayne",209 N IH 35
190000000285,1/2/2019  7:27:46 PM,Fraud,Report,"Poorboy, Duwayne",209 N IH 35
190000000288,1/2/2019  7:38:45 PM,Burglary - Vehicle,Refer To COPR,"Seals, Bradley",3939 S IH 35
190000000290,1/2/2019  7:45:42 PM,Accident - Minor,Blue Form Issue,,AXL01167 SW SECTOR - AT&T MOBILITYMOBILI
190000000293,1/2/2019  8:32:13 PM,Public Assist,No Report,"Allen, Ashley",1636 Aquarena Springs Dr
190000000294,1/2/2019  8:32:53 PM,Theft,Report,"Seals, Bradley",2211 S IH 35
190000000297,1/2/2019  8:48:32 PM,Attempt to Locate,No Report,,200 W Hopkins St
190000000299,1/2/2019  9:02:53 PM,Attempt to Locate,No Report,,206 SB
190000000300,1/2/2019  9:05:58 PM,Barking Dog,Unfounded,"Contreras, Ysidro",524 W Hopkins St
190000000303,1/2/2019  9:19:39 PM,Welfare Concern,No Report,"Seals, Bradley",1811 Medical Pkwy
190000000304,1/2/2019  9:24:40 PM,Harassment,No Report,"Cormier, Jayson",2300 S IH 35
190000000305,1/2/2019  9:29:29 PM,Public Intoxication,Arrest,"Williamson, Jamie",930 N IH 35
190000000310,1/2/2019  10:25:46 PM,Supplement,No Report,"Bennett, Caitlyn",315 Reynolds St
190000000312,1/2/2019  10:51:05 PM,Disturbance - Noise,Unfounded,"Melendrez, Jacinto",1650 River Rd
190000000315,1/2/2019  11:19:48 PM,Attempt to Locate,No Report,"Morenz, Darby",E Hopkins St/Thorpe Ln
190000000316,1/2/2019  11:30:09 PM,Disturbance - Noise,Unfounded,"Melendrez, Jacinto",1701 Mill St
190000000325,1/3/2019  12:20:00 AM,Suspicious Person,No Report,"Bennett, Caitlyn",202 E San Antonio St
190000000328,1/3/2019  12:46:17 AM,Suspicious Person,Multiple Arrest,"Melendrez, Jacinto",120 Blair Ct
190000000329,1/3/2019  1:18:18 AM,Threat,No Report,"Bennett, Caitlyn",1111 Avalon Ave
190000000331,1/3/2019  1:36:39 AM,Suspicious Vehicle,No Report,"Morenz, Darby",117 E Hopkins St
190000000334,1/3/2019  2:02:46 AM,Attempt to Locate,No Report,"Morenz, Darby",202 E San Antonio St
190000000335,1/3/2019  2:08:39 AM,Suspicious Vehicle,No Report,"Morenz, Darby",1202 S IH 35
190000000339,1/3/2019  3:09:34 AM,Discharged Firearm,Report,"Melendrez, Jacinto",300blk Lee St
190000000340,1/3/2019  3:15:02 AM,Attempt to Locate,No Report,,242 N LBJ Dr
190000000343,1/3/2019  4:45:30 AM,Welfare Concern,No Report,"Melendrez, Jacinto",E Martin Luther King / Guadalupe
190000000345,1/3/2019  5:16:35 AM,Flagged Down,No Report,"Melendrez, Jacinto",600 Wonder World Dr
190000000346,1/3/2019  5:18:56 AM,Attempt to Locate,No Report,,209 N IH 35
190000000347,1/3/2019  5:24:12 AM,Welfare Concern,No Report,"Melendrez, Jacinto",701 S LBJ Dr
190000000353,1/3/2019  6:49:28 AM,Criminal Mischief,Report,"Anderson, Dillan",126 N LBJ Dr
190000000354,1/3/2019  7:33:50 AM,Welfare Concern,No Report,"Anderson, Dillan",Saltillo St/Staples Rd
190000000357,1/3/2019  7:49:38 AM,Animal Call,No Report,,Belvin St/Clara St
190000000358,1/3/2019  8:27:38 AM,Investigation,No Report,"Rose, Renaldo",2300 S IH 35
190000000360,1/3/2019  8:29:57 AM,Assist Outside Agency,No Report,"Anderson, Dillan",1901 N IH 35
190000000365,1/3/2019  8:56:50 AM,Flagged Down,No Report,"Gibson, Kathryn",200blk Capistrano Dr
190000000369,1/3/2019  9:01:23 AM,Mental Health Invest,Report,"Sheridan, Grant",1301 Wonder World Dr
190000000370,1/3/2019  9:06:48 AM,Trespassing/Unwanted,Arrest,"Anderson, Dillan",105 N IH 35
190000000373,1/3/2019  9:35:39 AM,Accident - Unknown,No Report,"Rose, Renaldo",449 Lacey Oak Lp
190000000375,1/3/2019  9:44:53 AM,Attempt to Locate,Ref oth Agncy,,200 SB
190000000376,1/3/2019  9:47:52 AM,Attempt to Locate,No Report,"Crook, Daniel",210 SB
190000000381,1/3/2019  10:11:57 AM,Animal Call,No Report,"Rose, Renaldo",River Ridge Pkwy/Carlson Cir
190000000382,1/3/2019  10:15:34 AM,Criminal Mischief,No Report,"Elrod, Candace",625 Commercial Lp
190000000383,1/3/2019  10:28:20 AM,Investigation,No Report,"Rose, Renaldo",E Hopkins St/Cheatham St
190000000385,1/3/2019  10:48:10 AM,Welfare Concern,No Contact,"Anderson, Dillan",1321 N IH 35
190000000387,1/3/2019  11:00:12 AM,Directed/Area Enforcement,No Report,"Gibson, Kathryn",400   Parker Dr
190000000388,1/3/2019  11:05:47 AM,Investigation,No Report,"Germer, Christopher",Charles Austin Dr/Aquarena Springs Dr
190000000392,1/3/2019  11:25:01 AM,Mental Health Invest,Ignore,,Deanda Trucking
190000000395,1/3/2019  11:33:02 AM,Suspicious Person,Warning,"Rose, Renaldo",1610 Parkview Ln
190000000397,1/3/2019  11:47:08 AM,Mental Health Invest,No Report,"Lee, Don",2300 S IH 35
190000000402,1/3/2019  12:25:57 PM,Loose Livestock,No Report,"Gibson, Kathryn",3700blk Hwy 123
190000000412,1/3/2019  1:09:07 PM,Attempt to Locate,No Contact,,Hwy 80/E Access Rd
190000000413,1/3/2019  1:20:03 PM,Attempt to Locate,No Report,"Gibson, Kathryn",198 NB
190000000414,1/3/2019  1:22:28 PM,Attempt to Locate,No Contact,,207 SB
190000000416,1/3/2019  1:30:38 PM,Burglary - Habitation,Report,"Rose, Renaldo",1111 Avalon Ave
190000000417,1/3/2019  1:33:07 PM,Disturbance - Verbal,No Report,"Rose, Renaldo",1712 Hofheinz St
190000000419,1/3/2019  1:35:53 PM,Credit/Debit Abuse,No Report,"Tennant, Casey",2300 S IH 35
190000000421,1/3/2019  1:49:38 PM,Harassment,Report,"Tennant, Casey",2300 S IH 35
190000000422,1/3/2019  1:54:24 PM,Attempt to Locate,No Report,,Hwy 123/E Access Rd
190000000423,1/3/2019  1:56:21 PM,Theft,Report,"Dehkordi, John",1701 Mill St
190000000424,1/3/2019  2:21:05 PM,Civil Matter,No Report,"Germer, Christopher",1201 Thorpe Ln
190000000425,1/3/2019  2:28:31 PM,Credit/Debit Abuse,Report,"Tennant, Casey",2300 S IH 35
190000000426,1/3/2019  2:28:51 PM,Unsecured/Open Building,No Report,"Germer, Christopher",124 Spring Rd
190000000427,1/3/2019  2:31:29 PM,Mental Health Invest,No Report,"Sheridan, Grant",2300 S IH 35
190000000428,1/3/2019  2:31:56 PM,Attempt to Locate,No Report,"Gibson, Kathryn",202 SB
190000000433,1/3/2019  3:07:11 PM,Theft,No Report,"Rose, Renaldo",1015 Hwy 80
190000000446,1/3/2019  4:17:08 PM,Civil Matter,No Report,"Tennant, Casey",2300 S IH 35
190000000447,1/3/2019  4:18:46 PM,Missing Person,No Report,"Rose, Renaldo",205 S C M Allen Pkwy
190000000451,1/3/2019  4:29:12 PM,Suspicious Person,No Report,"Rose, Renaldo",503 Uhland Rd
190000000452,1/3/2019  4:47:35 PM,Investigation,No Report,"Poorboy, Duwayne",1740 Old Ranch Road 12
190000000454,1/3/2019  4:56:52 PM,Property - Lost/Found/Imp,No Report,"Tennant, Casey",2300 S IH 35
190000000458,1/3/2019  5:18:29 PM,Investigation,No Report,"Gibson, Kathryn",2300 S IH 35
190000000460,1/3/2019  5:23:08 PM,Criminal Mischief,Warning,"Germer, Christopher",222 Ramsay St
190000000462,1/3/2019  5:28:56 PM,Disturbance - Verbal,Unfounded,,641 E Hopkins St
190000000464,1/3/2019  5:29:44 PM,Disturbance - Verbal,No Report,,641 E Hopkins St
190000000465,1/3/2019  5:34:08 PM,Supplement,No Report,"Poorboy, Duwayne",700 N LBJ Dr
190000000467,1/3/2019  5:37:34 PM,Information,No Report,,AXL00023 W SECTOR - AT&T MOBILITYOBILITY
190000000468,1/3/2019  5:39:14 PM,Accident - Minor,Blue Form Issue,"Seals, Bradley",E McCarty Ln/E Access Rd
190000000469,1/3/2019  5:41:37 PM,Civil Matter,No Report,"Cormier, Jayson",2917 Hunter Rd
190000000470,1/3/2019  5:50:22 PM,Mental Health Transport,No Report,"Sheridan, Grant",1301 Wonder World Dr
190000000472,1/3/2019  6:02:57 PM,Field Euthanasia,No Report,"Contreras, Ysidro",Old Ranch Road 12/Hughson Dr
190000000474,1/3/2019  6:09:38 PM,Unconscious/Fainting,Patient Trans,"Holy, Alexander",208 S Guadalupe St
190000000475,1/3/2019  6:11:44 PM,Accident - Major/Injury,Blue Form Issue,"Seals, Bradley",1001 Hwy 123
190000000476,1/3/2019  6:12:13 PM,Assist EMS,No Report,"Cormier, Jayson",208 S Guadalupe St
190000000485,1/3/2019  6:40:34 PM,Suspicious Person,Warning,"Dehkordi, John",503 Uhland Rd
190000000487,1/3/2019  7:12:37 PM,Civil Matter,No Report,,345 Champions Blvd
190000000490,1/3/2019  7:23:13 PM,Assist Outside Agency,Report,"Myers, Sam",1307 Uhland Rd
190000000497,1/3/2019  7:54:21 PM,Attempt to Locate,No Report,"Cope, John",100blk N Guadalupe St
190000000498,1/3/2019  8:02:06 PM,Attempt to Locate,Unfounded,,200 NB
190000000503,1/3/2019  8:44:40 PM,Theft,Refer To COPR,"Seals, Bradley",4015 S IH 35
190000000506,1/3/2019  8:50:23 PM,Disturbance - Noise,Verbal Warning,"Contreras, Ysidro",911 Allen St
190000000509,1/3/2019  9:05:37 PM,Welfare Concern,No Report,"Williamson, Jamie",1301 Wonder World Dr
190000000510,1/3/2019  9:06:29 PM,Attempt to Locate,Unfounded,,700 Barnes Dr
190000000512,1/3/2019  9:07:22 PM,Discharged Firearm,No Report,"Melendrez, Jacinto",1637 Post Rd
190000000520,1/3/2019  10:21:41 PM,Disturbance - Verbal,No Report,"Royal, GeCorrie",2917 Hunter Rd
190000000521,1/3/2019  10:25:16 PM,Disturbance - Noise,Unfounded,"Morenz, Darby",1650 River Rd
190000000522,1/3/2019  10:27:43 PM,Flagged Down,No Report,"Kennedy, Kye",4015 S IH 35
190000000525,1/3/2019  10:52:22 PM,Mental Health Invest,Report,"Williamson, Jamie",1301 Wonder World Dr
190000000526,1/3/2019  10:57:33 PM,Information,No Report,,2300 S IH 35
190000000527,1/3/2019  11:01:24 PM,Suspicious Circumstances,No Report,"Melendrez, Jacinto",1105 N IH 35
190000000534,1/3/2019  11:40:46 PM,Suspicious Person,No Contact,"Melendrez, Jacinto",1550 N IH 35
190000000537,1/3/2019  11:54:54 PM,Suspicious Vehicle,No Report,"Royal, GeCorrie",510 Barnes Dr
190000000538,1/3/2019  11:57:52 PM,Assist Outside Agency,No Report,"Dehkordi, John",210 NB
190000000539,1/4/2019  12:01:17 AM,Suspicious Person,No Report,"Morenz, Darby",1250 Sadler Dr
190000000540,1/4/2019  12:03:25 AM,Foot Patrol,No Report,"Royal, GeCorrie",2980 S IH 35
190000000542,1/4/2019  12:06:13 AM,Close Patrol,No Report,"Dehkordi, John",3209 N IH 35
190000000545,1/4/2019  12:12:19 AM,Suspicious Vehicle,No Report,"Poorboy, Duwayne",1250 Sadler Dr
190000000548,1/4/2019  12:18:23 AM,Disturbance - Phys/Fight,Arrest,"Williamson, Jamie",1140 Overlook Way
190000000552,1/4/2019  12:38:05 AM,Trespassing/Unwanted,Warning,"Dehkordi, John",1015 Hwy 80
190000000554,1/4/2019  12:53:04 AM,Suspicious Vehicle,No Report,"Fischer, Vincent",624 E Hopkins St
190000000556,1/4/2019  12:53:24 AM,Suspicious Person,No Report,"Melendrez, Jacinto",401 N Fredericksburg St
190000000570,1/4/2019  1:16:16 AM,Close Patrol,No Report,"Royal, GeCorrie",2913 Hunter Rd
190000000572,1/4/2019  1:21:29 AM,Suspicious Vehicle,Arrest,"Royal, GeCorrie",2913 Hunter Rd
190000000574,1/4/2019  1:24:56 AM,Attempt to Locate,No Report,"Melendrez, Jacinto",1525 Aquarena Springs Dr
190000000575,1/4/2019  1:36:03 AM,Foot Patrol,No Report,"Bennett, Caitlyn",100 N Guadalupe St
190000000577,1/4/2019  1:43:49 AM,Wanted Person,No Report,"Dehkordi, John",650 E Hopkins St
190000000578,1/4/2019  1:56:38 AM,Suspicious Circumstances,No Report,"Melendrez, Jacinto",350 North St
