Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
160000000292,Sat Jan 02 00:45:58 CST 2016,Public Intoxication,Verbal Warning,"Contreras, Ysidro",100BLK W San Antonio St
160000000300,Sat Jan 02 01:40:28 CST 2016,Suspicious Person,Verbal Warning,"Putnam, Justin",555 Cheatham St
160000000314,Sat Jan 02 03:37:29 CST 2016,Suspicious Person,Arrest,"Contreras, Ysidro",107 Second St
160000000325,Sat Jan 02 05:14:03 CST 2016,Disturbance - Noise,Verbal Warning,"Aubry, Patrick",1101 Leah Ave
160000000330,Sat Jan 02 08:30:40 CST 2016,Accident - Major/Injury,Blue Form Issue,"Mellon, Austin",206 Nb35 Ih
160000000341,Sat Jan 02 10:18:00 CST 2016,Criminal Mischief,Refer To COPR,"Mellon, Austin",114 E San Antonio St
160000000350,Sat Jan 02 12:57:15 CST 2016,Accident - Major/Injury,Report,"Mellon, Austin",W Access Rd/Centerpoint Rd
160000000351,Sat Jan 02 12:57:20 CST 2016,Disturbance - Noise,Verbal Warning,"Guerra, Jesse III",230 Uhland Rd
160000000361,Sat Jan 02 13:09:47 CST 2016,Accident - Minor,Report,"Reeder, John",1000blk Wonder World Dr
160000000362,Sat Jan 02 13:10:25 CST 2016,Accident - Minor,Blue Form Issue,"Copeland, Kenneth",204 Nb35 IH
160000000373,Sat Jan 02 14:17:44 CST 2016,Theft,Report,"Wisener, Fred",2300 S IH 35
160000000374,Sat Jan 02 14:21:17 CST 2016,Theft,Report,"Beach, Brian",850 Barnes Dr
160000000383,Sat Jan 02 15:13:41 CST 2016,Disturbance - Verbal,Arrest,"Beach, Brian",1015 Hwy 80
160000000387,Sat Jan 02 15:16:20 CST 2016,Accident - Minor,Blue Form Issue,"Reeder, John",205 Nb35 IH
160000000395,Sat Jan 02 16:13:33 CST 2016,Accident - Hit and Run,Blue Form Issue,"Mellon, Austin",1550 N IH 35
160000000401,Sat Jan 02 17:11:35 CST 2016,Theft,Citation Issued,"Mellon, Austin",1015 Hwy 80
160000000407,Sat Jan 02 17:29:39 CST 2016,Theft,Report,"Myers, Sam",1334 N Ih 35
160000000408,Sat Jan 02 17:40:04 CST 2016,Accident - Minor,Blue Form Issue,"Hartman, Ryan",3939 S IH 35
160000000410,Sat Jan 02 17:58:38 CST 2016,Assault,Detention Juv,"Raven, Kassondra",2250 Clovis Barker Rd
160000000432,Sat Jan 02 20:22:24 CST 2016,Disturbance - Verbal,Arrest,"Raven, Kassondra",2300 S IH 35
160000000437,Sat Jan 02 20:55:03 CST 2016,Burglary - Habitation,Report,"Sarver, Stephen",416 Lindsey St
160000000442,Sat Jan 02 21:13:16 CST 2016,Accident - Minor,Blue Form Issue,"Crook, Daniel",700 Aquarena Springs Dr
160000000445,Sat Jan 02 21:43:49 CST 2016,Suspicious Person,Ref oth Agncy,,6112 S SECTOR - AT&T MOBILITYOBILITY
160000000461,Sat Jan 02 23:00:59 CST 2016,Welfare Concern,Ref oth Agncy,,Staples Rd/Old Bastrop Hwy
160000000462,Sat Jan 02 23:02:37 CST 2016,Disturbance - Verbal,Arrest,"Aubry, Patrick",204 Sb35 IH
160000000466,Sat Jan 02 23:20:46 CST 2016,Falls,No Patient Tran,"Mercado, Ken",2015 Ramona Cir
160000000472,Sat Jan 02 23:39:24 CST 2016,Theft,Report,"Crook, Daniel",1800 Post Rd
160000000486,Sun Jan 03 00:20:29 CST 2016,Attempt to Locate,Arrest,"Blackwood, Kevin",206 Nb35 Ih
160000000489,Sun Jan 03 00:34:02 CST 2016,Disturbance - Noise,Verbal Warning,"Blackwood, Kevin",650 River Rd
160000000491,Sun Jan 03 00:48:36 CST 2016,Disturbance - Noise,Verbal Warning,"Blackwood, Kevin",1980 Aquarena Springs Dr
160000000493,Sun Jan 03 00:56:20 CST 2016,Disturbance - Verbal,Arrest,"Smith, Marcus",139 E Hopkins St
160000000506,Sun Jan 03 01:51:08 CST 2016,Disturbance - Noise,Verbal Warning,"Blackwood, Kevin",1111 Avalon Ave
160000000516,Sun Jan 03 02:20:28 CST 2016,Viol City Ordinance,Citation Issued,"Hartman, Ryan",110 N LBJ Dr
160000000531,Sun Jan 03 02:52:55 CST 2016,Accident - Minor,Report,"Raven, Kassondra",116 S Edward Gary St
160000000540,Sun Jan 03 03:14:27 CST 2016,Burglary - Vehicle,Refer To COPR,"Blackwood, Kevin",1701 Mill St
160000000544,Sun Jan 03 03:24:32 CST 2016,Attempt to Locate,Arrest,"Cope, John",213 Nb35 IH
160000000573,Sun Jan 03 09:26:55 CST 2016,Trespassing/Unwanted,Arrest,"Mellon, Austin",1321 N IH 35
160000000580,Sun Jan 03 10:49:10 CST 2016,Public Assist,Ref oth Agncy,,133 NE SECTOR - VERIZONON
160000000588,Sun Jan 03 11:42:24 CST 2016,Property - Lost/Found/Imp,Refer To COPR,"Mellon, Austin",639 E Hopkins St
160000000590,Sun Jan 03 12:02:36 CST 2016,Investigation,Citation Issued,"Mellon, Austin",1640 Aquarena Springs Dr
160000000610,Sun Jan 03 14:07:48 CST 2016,Accident - Major/Injury,Report,"Beach, Brian",2227 S IH 35
160000000623,Sun Jan 03 14:47:58 CST 2016,Accident - Major/Injury,Report,"Beach, Brian",201 Nb35 IH
160000000628,Sun Jan 03 15:00:59 CST 2016,Accident - Minor,Blue Form Issue,"Wisener, Fred",1004 N IH 35
160000000629,Sun Jan 03 15:03:09 CST 2016,Theft,Warning,"Mellon, Austin",850 Barnes Dr
160000000636,Sun Jan 03 15:35:51 CST 2016,Accident - Minor,Blue Form Issue,"Mellon, Austin",5101 S IH 35
160000000639,Sun Jan 03 15:47:13 CST 2016,Accident - Minor,Blue Form Issue,"Reeder, John",5101 S IH 35
160000000641,Sun Jan 03 15:52:10 CST 2016,Accident - Minor,Report,"Beach, Brian",4331 S IH 35
160000000642,Sun Jan 03 15:53:35 CST 2016,Accident - Minor,Blue Form Issue,"Copeland, Kenneth",1004 N IH 35
160000000648,Sun Jan 03 16:04:18 CST 2016,Accident - Minor,Blue Form Issue,"Sarver, Stephen",201 Nb35 IH
160000000652,Sun Jan 03 16:10:27 CST 2016,Accident - Major/Injury,Report,"Sarver, Stephen",200 Nb35 IH
160000000668,Sun Jan 03 17:08:05 CST 2016,Accident - Major/Injury,Report,"Raven, Kassondra",934 N IH 35
160000000678,Sun Jan 03 17:40:08 CST 2016,Sick Person,Patient Trans,"Mercado, Ken",1850 Aquarena Springs Dr
160000000687,Sun Jan 03 18:11:20 CST 2016,Disorderly Conduct,Citation Issued,"Prado, Richard",2601 Rattler Rd
160000000693,Sun Jan 03 18:32:26 CST 2016,Theft,Citation Issued,"Bender, Joyce",1015 Hwy 80
160000000695,Sun Jan 03 18:39:50 CST 2016,Theft,Citation Issued,"Myers, Sam",1015 Hwy 80
160000000740,Sun Jan 03 21:46:07 CST 2016,Harassment,Ref oth Agncy,"Raven, Kassondra",2300 S IH 35
160000000759,Sun Jan 03 23:23:47 CST 2016,Theft,Detention Juv,"Blackwood, Kevin",1015 Hwy 80
160000000774,Mon Jan 04 00:22:27 CST 2016,Assist Outside Agency,Arrest,"Raven, Kassondra",1410 N Lbj Dr
160000000789,Mon Jan 04 01:46:17 CST 2016,Investigation,Arrest,"Cope, John",814 Allen St
160000000809,Mon Jan 04 06:54:58 CST 2016,Burglary - Building,Report,"Saavedra, Jesse",1701 Hunter Rd
160000000814,Mon Jan 04 07:43:28 CST 2016,Burglary - Vehicle,Refer To COPR,"Ames, Garner",1619 N Ih 35
160000000823,Mon Jan 04 08:32:08 CST 2016,Burglary - Building,Report,"Slaughter, Dustin",1301 Wonder World Dr
160000000835,Mon Jan 04 09:46:22 CST 2016,Accident - Minor,Blue Form Issue,"Slaughter, Dustin",209 N IH 35
160000000836,Mon Jan 04 09:58:18 CST 2016,Accident - Major/Injury,Report,"Sembera, Jeremy",900 N IH 35
160000000839,Mon Jan 04 10:01:42 CST 2016,Burglary - Vehicle,Refer To COPR,"Ames, Garner",917 N IH 35
160000000841,Mon Jan 04 10:24:39 CST 2016,Harassment,Ref oth Agncy,,200blk Buttercup St
160000000846,Mon Jan 04 10:37:53 CST 2016,Suspicious Vehicle,Verbal Warning,"Spriegel, Carl",500blk Stagecoach Trl
160000000868,Mon Jan 04 11:51:40 CST 2016,Accident - Minor,Blue Form Issue,"Roberts, Chad",111 E San Antonio St
160000000874,Mon Jan 04 12:25:03 CST 2016,Accident - Hit and Run,Blue Form Issue,"Easterly, Evan",205 Durango St
160000000884,Mon Jan 04 12:48:10 CST 2016,Fraud,Report,"Saavedra, Jesse",115 Wonder World Dr
160000000898,Mon Jan 04 13:49:06 CST 2016,Viol City Ordinance,Verbal Warning,"Raven, Scott",600 Cape Rd
160000000917,Mon Jan 04 15:12:59 CST 2016,Theft,Report,"Sembera, Jeremy",1650 River Rd
160000000921,Mon Jan 04 15:25:25 CST 2016,Accident - Hit and Run,Ref oth Agncy,,Staples Rd/Old Bastrop Hwy
160000000928,Mon Jan 04 16:16:23 CST 2016,Theft,Report,"Daenzer, Matthew",2035 Nevada St
160000000932,Mon Jan 04 16:38:36 CST 2016,Accident - Major/Injury,Report,"Osborne, Joseph",369 S Lbj Dr
160000000950,Mon Jan 04 18:19:51 CST 2016,Wanted Person,Arrest,"Seals, Bradley",1307 Uhland Rd
160000000953,Mon Jan 04 18:35:30 CST 2016,Disturbance - Noise,Verbal Warning,"Osborne, Joseph",1850 Aquarena Springs Dr
160000000968,Mon Jan 04 19:13:14 CST 2016,Accident - Hit and Run,Blue Form Issue,"Putnam, Justin",202 Sb35 IH
160000000975,Mon Jan 04 19:52:40 CST 2016,Falls,No Patient Tran,"Goode, Lacee",221 Goldenrod
160000000980,Mon Jan 04 20:07:41 CST 2016,Burglary - Coin-Op Mach,Report,"Putnam, Justin",1011 Wonder World Dr
160000000990,Mon Jan 04 20:54:07 CST 2016,Suspicious Vehicle,Verbal Warning,"Royal, GeCorrie",W Access Rd/Yarrington Rd
160000001010,Mon Jan 04 21:50:08 CST 2016,Criminal Mischief,Refer To COPR,"Seals, Bradley",1805 Aquarena Springs Dr
160000001030,Mon Jan 04 22:58:53 CST 2016,Wanted Person,Arrest,"Allen, Ashley",1307 Uhland Rd
160000001040,Mon Jan 04 23:37:43 CST 2016,Suspicious Circumstances,Warning,"Contreras, Ysidro",416 Lindsey St
160000001062,Tue Jan 05 00:43:05 CST 2016,Assist Outside Agency,Report,"Templeton, Brady",1307 Uhland Rd
160000001071,Tue Jan 05 01:31:56 CST 2016,Disturbance - Phys/Fight,Cond Citation,"Allen, Ashley",1701 Mill St
160000001074,Tue Jan 05 01:54:16 CST 2016,Disturbance - Verbal,Multiple Arrest,"Allen, Ashley",1610 N Ih 35
160000001088,Tue Jan 05 03:35:06 CST 2016,Attempt to Locate,Verbal Warning,"Cyrus, Lance",208 Nb35 IH
160000001109,Tue Jan 05 08:02:46 CST 2016,Accident - Minor,Arrest,"Ames, Garner",1113 N IH 35
160000001127,Tue Jan 05 10:07:17 CST 2016,Accident - Hit and Run,Blue Form Issue,"Grice, Rusty",Hwy 80/River Rd
160000001139,Tue Jan 05 10:54:37 CST 2016,Welfare Concern,Report,"Ames, Garner",800 N Lbj Dr
160000001161,Tue Jan 05 12:38:25 CST 2016,Attempt to Locate,Ref oth Agncy,,
160000001165,Tue Jan 05 13:07:36 CST 2016,Accident - Unknown,Ref oth Agncy,"Easterly, Evan",198 Nb35 IH
160000001166,Tue Jan 05 13:10:55 CST 2016,Accident - Hit and Run,Blue Form Issue,"Saavedra, Jesse",1646 Aquarena Springs Dr
160000001167,Tue Jan 05 13:21:17 CST 2016,Burglary - Vehicle,Refer To COPR,"Slaughter, Dustin",2211 S Ih 35
160000001175,Tue Jan 05 13:49:00 CST 2016,Assault - Aggravated,Report,"Easterly, Evan",2207 S IH 35
160000001177,Tue Jan 05 13:53:54 CST 2016,Criminal Mischief,Arrest,"Easterly, Evan",222 Ramsay St
160000001179,Tue Jan 05 14:27:01 CST 2016,Theft,Report,"Ames, Garner",1015 Hwy 80
160000001181,Tue Jan 05 14:59:00 CST 2016,Disturbance - Verbal,Multiple Arrest,"Sembera, Jeremy",705 River Rd
160000001213,Tue Jan 05 18:02:44 CST 2016,Burglary - Habitation,Arrest,"Contreras, Ysidro",329 W Hutchison St
160000001215,Tue Jan 05 18:06:15 CST 2016,Harassment,Report,"Putnam, Justin",2300 S IH 35
160000001217,Tue Jan 05 18:15:36 CST 2016,Accident - Hit and Run,Blue Form Issue,"Hartman, Ryan",200blk E Hutchison St
160000001218,Tue Jan 05 18:15:44 CST 2016,Criminal Mischief,Report,"Contreras, Ysidro",501 Blanco St
160000001239,Tue Jan 05 20:22:35 CST 2016,Burglary - Habitation,Report,"Royal, GeCorrie",1350 N Lbj Dr
160000001241,Tue Jan 05 20:41:12 CST 2016,Accident - Major/Injury,Report,"Osborne, Joseph",204 Nb35 IH
160000001281,Tue Jan 05 22:40:08 CST 2016,Assist Outside Agency,Arrest,"Fischer, Vincent",206 W Access Rd
160000001315,Wed Jan 06 01:47:05 CST 2016,Pedestrian Stop,Citation Issued,"Hartman, Ryan",100 N Guadalupe St
160000001328,Wed Jan 06 02:20:26 CST 2016,Driving While Intoxicated,Arrest,"Cyrus, Lance",1805 N IH 35
160000001331,Wed Jan 06 02:27:43 CST 2016,Accident - Minor,Report,"Wisener, Andrew",700BLK Moore St
160000001332,Wed Jan 06 02:28:41 CST 2016,Disturbance - Phys/Fight,Arrest,"Cyrus, Lance",1980 Aquarena Springs Dr
160000001345,Wed Jan 06 05:57:16 CST 2016,Accident - Major/Injury,Report,"Cyrus, Lance",E Access Rd/Yarrington Rd
160000001358,Wed Jan 06 08:13:31 CST 2016,Wanted Person,Arrest,"Beach, Brian",801 W MLK Dr
160000001388,Wed Jan 06 12:49:13 CST 2016,Vehicle Theft,Report,"Reeder, John",1001 Leah Ave
160000001403,Wed Jan 06 14:41:39 CST 2016,Theft,Citation Issued,"Mellon, Austin",1015 Hwy 80
160000001404,Wed Jan 06 14:47:16 CST 2016,Sexual Assault,Report,,2300 S IH 35
160000001410,Wed Jan 06 15:48:11 CST 2016,Accident - Minor,Blue Form Issue,"Guerra, Jesse III",1310 River Rd
160000001411,Wed Jan 06 16:00:59 CST 2016,Theft,Report,"Raven, Kassondra",3939 S IH 35
160000001415,Wed Jan 06 16:13:03 CST 2016,Accident - Minor,Report,"Smith, Marcus",100 W Sessom Dr
160000001418,Wed Jan 06 16:21:02 CST 2016,Property - Lost/Found/Imp,Ref oth Agncy,"Guerra, Jesse III",1503 River Rd
160000001439,Wed Jan 06 18:29:15 CST 2016,Accident - Minor,Blue Form Issue,"Raven, Kassondra",E Access Rd/Hwy 123
160000001441,Wed Jan 06 18:46:53 CST 2016,Accident - Minor,Blue Form Issue,"Myers, Sam",930 N IH 35
160000001443,Wed Jan 06 19:11:19 CST 2016,Theft,Report,"Beller, Paul",811 S Guadalupe St
160000001444,Wed Jan 06 19:12:54 CST 2016,Theft,Citation Issued,"Smith, Marcus",1015 Hwy 80
160000001446,Wed Jan 06 19:21:47 CST 2016,Assault,Detention Juv,"Aubry, Patrick",1436 River Rd
160000001464,Wed Jan 06 21:00:28 CST 2016,Assault,Report,"Smith, Marcus",704 E Hopkins St
160000001470,Wed Jan 06 21:40:53 CST 2016,Disturbance - Phys/Fight,Report,"Sarver, Stephen",921 N IH 35
160000001488,Thu Jan 07 00:23:55 CST 2016,Fraud,Report,"Davidson, Travis",939 Sagewood Trl
160000001489,Thu Jan 07 00:27:39 CST 2016,Accident - Minor,Report,"Hartman, Ryan",308 E Hopkins St
160000001496,Thu Jan 07 01:32:54 CST 2016,Pedestrian Stop,Citation Issued,"Hartman, Ryan",100BLK E Hopkins St
160000001498,Thu Jan 07 01:45:24 CST 2016,Pedestrian Stop,Arrest,"Hartman, Ryan",200 E San Antonio St
160000001522,Thu Jan 07 07:17:39 CST 2016,Accident - Minor,Blue Form Issue,"Reeder, John",Wonder World Dr/Hwy 123
160000001530,Thu Jan 07 08:29:50 CST 2016,Accident - Minor,Blue Form Issue,"Sembera, Jeremy",Mccarty Ln/W RRTracks
160000001538,Thu Jan 07 09:37:21 CST 2016,Accident - Minor,Arrest,"Sembera, Jeremy",2050 S Ih 35
160000001540,Thu Jan 07 10:20:06 CST 2016,Wanted Person,Assist Oth. Ag.,"Nevarez, Phillip",1141 Hilltop Dr
160000001548,Thu Jan 07 11:21:36 CST 2016,Fraud,Report,"Reeder, John",1334 Hwy 123
160000001558,Thu Jan 07 12:22:52 CST 2016,Theft,Arrest,"Mellon, Austin",1015 Hwy 80
160000001566,Thu Jan 07 13:43:50 CST 2016,Trespassing/Unwanted,Warning,"Stephens, Paul",3939 S IH 35
160000001574,Thu Jan 07 14:14:51 CST 2016,Fraud,Report,"Mellon, Austin",641 E Hopkins St
160000001583,Thu Jan 07 14:55:16 CST 2016,Viol City Ordinance,Citation Issued,"Raven, Scott",1412 Prospect St
160000001589,Thu Jan 07 15:13:47 CST 2016,Assist Fire Department,Warning,"Raven, Scott",1110 N Bishop St
160000001593,Thu Jan 07 15:26:32 CST 2016,Accident - Minor,Blue Form Issue,"Mellon, Austin",200 W Hopkins St
160000001599,Thu Jan 07 15:39:27 CST 2016,Accident - Major/Injury,Report,"Stephens, Paul",1200BLK Hwy 80
160000001600,Thu Jan 07 15:39:53 CST 2016,Burglary - Vehicle,Arrest,"Grice, Rusty",109 Craddock Ave
160000001601,Thu Jan 07 16:00:11 CST 2016,Viol City Ordinance,Citation Issued,"Raven, Scott",2106 Hunter Rd
160000001603,Thu Jan 07 16:08:38 CST 2016,Viol City Ordinance,Citation Issued,"Raven, Scott",2106 Hunter Rd
160000001604,Thu Jan 07 16:08:54 CST 2016,Viol City Ordinance,Citation Issued,"Raven, Scott",2106 Hunter Rd
160000001613,Thu Jan 07 16:40:02 CST 2016,Accident - Minor,Blue Form Issue,"Ellingson, Brian",1004 Hwy 123
160000001621,Thu Jan 07 17:30:19 CST 2016,Accident - Hit and Run,Blue Form Issue,"Bender, Joyce",1507 N IH 35
160000001629,Thu Jan 07 17:57:04 CST 2016,Fraud,Report,"Raven, Kassondra",2300 S IH 35
160000001630,Thu Jan 07 18:06:03 CST 2016,Viol City Ordinance,Citation Issued,"Roberts, Chad",Hwy 21/Hwy 80
160000001632,Thu Jan 07 18:12:50 CST 2016,Accident - Minor,Blue Form Issue,"Bender, Joyce",210 Nb35 IH
160000001648,Thu Jan 07 19:17:50 CST 2016,Marijuana,Multiple Arrest,"Sarver, Stephen",811 S Guadalupe St
160000001651,Thu Jan 07 19:48:14 CST 2016,Viol City Ordinance,Verbal Warning,"Roberts, Chad",201 S Lbj Dr
160000001657,Thu Jan 07 20:13:26 CST 2016,Missing Person,Report,"Ellingson, Brian",120 Bert Brown Rd
160000001669,Thu Jan 07 21:01:38 CST 2016,Theft,Arrest,"Aubry, Patrick",209 N IH 35
160000001692,Thu Jan 07 21:46:58 CST 2016,Criminal Mischief,Report,"Raven, Kassondra",1506 S Ih 35
160000001740,Fri Jan 08 00:08:49 CST 2016,Disturbance - Noise,Verbal Warning,"Sarver, Stephen",1415 Craddock Ave
160000001743,Fri Jan 08 00:12:39 CST 2016,Pedestrian Stop,Citation Issued,"Hartman, Ryan",100 N Guadalupe St
160000001748,Fri Jan 08 00:20:11 CST 2016,Fireworks,Verbal Warning,"Davidson, Travis",1415 Craddock Ave
160000001758,Fri Jan 08 00:58:16 CST 2016,Pedestrian Stop,Verbal Warning,"Sparenberg, Andrew",San Antonio St/Guadalupe St
160000001767,Fri Jan 08 01:37:11 CST 2016,Alcohol Violation,Citation Issued,"Hartman, Ryan",100 N Guadalupe St
160000001770,Fri Jan 08 01:51:29 CST 2016,Suspicious Person,Detention Juv,"Sarver, Stephen",Ramona Cir/Craddock Ave
160000001771,Fri Jan 08 01:55:44 CST 2016,Disorderly Conduct,Citation Issued,"Hartman, Ryan",126 S Guadalupe St
160000001773,Fri Jan 08 02:01:24 CST 2016,Pedestrian Stop,Citation Issued,"Hartman, Ryan",100 N Guadalupe St
160000001774,Fri Jan 08 02:14:53 CST 2016,Suspicious Vehicle,Arrest,"Cope, John",205 S C M Allen Pkwy
160000001780,Fri Jan 08 02:37:57 CST 2016,Attempt to Locate,Arrest,"Sarver, Stephen",W Access Rd/Posey Rd
160000001781,Fri Jan 08 02:39:03 CST 2016,Assist Outside Agency,Report,"Myers, Sam",1307 Uhland Rd
160000001798,Fri Jan 08 04:31:38 CST 2016,Unconscious/Fainting,No Patient Tran,"Davis, Cullen",922 Belvin St
160000001802,Fri Jan 08 05:25:04 CST 2016,Wanted Person,Arrest,"Aubry, Patrick",1321 N IH 35
160000001812,Fri Jan 08 09:07:41 CST 2016,Accident - Minor,Blue Form Issue,"Slaughter, Dustin",1500BLK S Ih 35
160000001831,Fri Jan 08 11:41:12 CST 2016,Burglary - Building,Report,"Easterly, Evan",708 S Lbj Dr
160000001836,Fri Jan 08 12:14:18 CST 2016,Accident - Minor,Blue Form Issue,"Sembera, Jeremy",2050 S Ih 35
160000001845,Fri Jan 08 12:59:07 CST 2016,Theft,Citation Issued,"Sembera, Jeremy",1015 Hwy 80
160000001846,Fri Jan 08 13:10:54 CST 2016,Solicitors,Verbal Warning,"Easterly, Evan",2211 S Ih 35
160000001850,Fri Jan 08 13:30:01 CST 2016,Accident - Minor,Blue Form Issue,"Harrison, Todd",309 N Edward Gary St
160000001857,Fri Jan 08 13:59:27 CST 2016,Criminal Mischief,Refer To COPR,"Sembera, Jeremy",1101 E River Ridge Pkwy
160000001874,Fri Jan 08 15:24:52 CST 2016,Public Assist,Report,"Saavedra, Jesse",1321 N Ih 35
160000001875,Fri Jan 08 15:25:00 CST 2016,Theft,Citation Issued,"Sembera, Jeremy",1015 Hwy 80
160000001876,Fri Jan 08 15:26:04 CST 2016,Theft,Report,"Follis, Brad",301 Foxtail Run
160000001885,Fri Jan 08 16:36:58 CST 2016,Theft,Report,"Stephens, Paul",4015 S IH 35
160000001888,Fri Jan 08 16:48:29 CST 2016,Theft,Refer To COPR,,1624 Aquarena Springs Dr
160000001889,Fri Jan 08 17:04:41 CST 2016,Theft,Report,"Templeton, Brady",1015 Hwy 80
160000001903,Fri Jan 08 17:57:26 CST 2016,Viol City Ordinance,Ref oth Agncy,,E Sessom Dr/Ed J L Green St
160000001921,Fri Jan 08 19:19:20 CST 2016,Solicitors,Verbal Warning,"Putnam, Justin",100 Warden Ln
160000001925,Fri Jan 08 19:31:36 CST 2016,Accident - Minor,Report,"Osborne, Joseph",1011 Wonder World Dr
160000001931,Fri Jan 08 19:44:47 CST 2016,Attempt to Locate,Ref oth Agncy,,W Access Rd/Riverside Dr
160000001940,Fri Jan 08 20:37:11 CST 2016,Theft,Citation Issued,"Cyrus, Lance",1015 Hwy 80
160000001953,Fri Jan 08 21:02:48 CST 2016,Accident - Minor,Blue Form Issue,"Wisener, Andrew",102 Wonder World Dr
