Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
190000000475,1/3/2019  6:11:44 PM,Accident - Major/Injury,Blue Form Issue,"Seals, Bradley",1001 Hwy 123
190000000485,1/3/2019  6:40:34 PM,Suspicious Person,Warning,"Dehkordi, John",503 Uhland Rd
190000000490,1/3/2019  7:23:13 PM,Assist Outside Agency,Report,"Myers, Sam",1307 Uhland Rd
190000000503,1/3/2019  8:44:40 PM,Theft,Refer To COPR,"Seals, Bradley",4015 S IH 35
190000000506,1/3/2019  8:50:23 PM,Disturbance - Noise,Verbal Warning,"Contreras, Ysidro",911 Allen St
190000000525,1/3/2019  10:52:22 PM,Mental Health Invest,Report,"Williamson, Jamie",1301 Wonder World Dr
190000000548,1/4/2019  12:18:23 AM,Disturbance - Phys/Fight,Arrest,"Williamson, Jamie",1140 Overlook Way
190000000552,1/4/2019  12:38:05 AM,Trespassing/Unwanted,Warning,"Dehkordi, John",1015 Hwy 80
190000000572,1/4/2019  1:21:29 AM,Suspicious Vehicle,Arrest,"Royal, GeCorrie",2913 Hunter Rd
190000000581,1/4/2019  2:21:43 AM,Threat,Arrest,"Contreras, Ysidro",907 Field St
190000000585,1/4/2019  3:36:17 AM,Disturbance - Verbal,Arrest,"Williamson, Jamie",1053 Clovis Barker Rd
190000000589,1/4/2019  4:57:31 AM,Welfare Concern,Arrest,"Melendrez, Jacinto",641 E Hopkins St
190000000614,1/4/2019  9:25:21 AM,Burglary - Vehicle,Report,"Ellingson, Brian",2300 S IH 35
190000000618,1/4/2019  10:10:51 AM,Accident - Unknown,Report,"Crook, Daniel",209 SB
190000000620,1/4/2019  10:18:47 AM,Trespassing/Unwanted,Citation Issued,"Collier, Greg",1100 Hwy 80
190000000623,1/4/2019  11:14:29 AM,Vehicle Theft,Report,"Beller, Paul",1707 Aquarena Springs Dr
190000000628,1/4/2019  11:29:08 AM,Welfare Concern,Report,"Daenzer, Matthew",1015 Hwy 80
190000000634,1/4/2019  12:27:02 PM,Credit/Debit Abuse,Report,"Tennant, Casey",2300 S IH 35
190000000639,1/4/2019  1:18:26 PM,Burglary - Vehicle,Report,"Collier, Greg",4331 S IH 35
190000000641,1/4/2019  2:08:54 PM,Property - Lost/Found/Imp,Refer To COPR,"Sembera, Jeremy",1015 Hwy 80
190000000651,1/4/2019  3:13:39 PM,Assault,Ref oth Agncy,"Collier, Greg",1004 Hwy 123
190000000661,1/4/2019  4:09:53 PM,Mental Health Invest,Report,"Taylor, Michael",1975 Aquarena Springs Dr
190000000666,1/4/2019  4:45:17 PM,Accident - Hit and Run,Arrest,"Loring, Elizabeth",1901 N IH 35
190000000670,1/4/2019  5:22:29 PM,Welfare Concern,Verbal Warning,"Taylor, Michael",3939 S IH 35
190000000676,1/4/2019  5:49:19 PM,Suicidal Person,Report,"Tureaud, Benjamin",2600 Hunter Rd
190000000684,1/4/2019  6:47:40 PM,Wanted Person,Arrest,"Taylor, Michael",1101 Meredith St
190000000691,1/4/2019  7:52:39 PM,Disturbance - Phys/Fight,Report,"Taylor, Michael",1001 Leah Ave
190000000694,1/4/2019  7:57:23 PM,Accident - Minor,Blue Form Issue,"Duckworth, Daniel",503 Uhland Rd
190000000701,1/4/2019  8:29:41 PM,Disturbance - Verbal,Arrest,"Tureaud, Benjamin",825 Bracewood Cir
190000000722,1/4/2019  9:34:11 PM,Discharged Firearm,Report,"Taylor, Michael",W Hopkins St/N Bishop St
190000000736,1/4/2019  11:13:50 PM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",1350 Sadler Dr
190000000741,1/5/2019  12:13:20 AM,Information,Ref oth Agncy,"Tureaud, Benjamin",202 NB
190000000746,1/5/2019  1:11:35 AM,Resisting Arrest,Arrest,"Almendarez, Ramiro",120 E San Antonio St
190000000751,1/5/2019  1:27:45 AM,Viol City Ordinance,Verbal Warning,"Williams, Jack",1922 Nevada St
190000000761,1/5/2019  2:55:38 AM,Property - Lost/Found/Imp,Report,"Loring, Elizabeth",219 E Hopkins St
190000000774,1/5/2019  6:04:21 AM,Suspicious Person,Arrest,"Collier, Greg",1701 N IH 35
190000000787,1/5/2019  9:20:16 AM,Suicidal Person,Report,"Daenzer, Matthew",215 Ramsay St
190000000792,1/5/2019  10:00:44 AM,Credit/Debit Abuse,Report,"Dehkordi, John",173 Alhambra Dr
190000000806,1/5/2019  11:12:15 AM,Trespassing/Unwanted,Warning,"Collier, Greg",1050 McKinley Place Dr
190000000820,1/5/2019  1:05:29 PM,Accident - Minor,Blue Form Issue,"Daenzer, Matthew",Warden Ln/Aquarena Springs Dr
190000000847,1/5/2019  3:31:48 PM,Accident - Minor,Report,"Collier, Greg",E Access Rd/Aquarena Springs Dr
190000000873,1/5/2019  5:44:56 PM,Trespassing/Unwanted,Verbal Warning,"Loring, Elizabeth",1103 Hwy 80
190000000890,1/5/2019  7:07:16 PM,Suicide,Report,"Taylor, Michael",310 Magnolia Dr
190000000901,1/5/2019  8:20:04 PM,Disturbance - Noise,Citation Issued,"McGee, Miranda",1701 Mill St
190000000903,1/5/2019  8:29:37 PM,Attempt to Locate,Ref oth Agncy,"Alvarado, Manuel",Post Rd/Lime Kiln Rd
190000000905,1/5/2019  8:48:08 PM,Disturbance - Phys/Fight,Arrest,"Loring, Elizabeth",1140 Hilltop Dr
190000000906,1/5/2019  8:48:41 PM,Accident - Minor,Blue Form Issue,"Pierce, Basil",1509 N IH 35
190000000919,1/5/2019  10:05:52 PM,Barking Dog,Verbal Warning,"Taylor, Michael",524 W Hopkins St
190000000929,1/5/2019  11:39:43 PM,Discharged Firearm,Verbal Warning,"Williams, Jack",700blk Conway Dr
190000000945,1/6/2019  1:07:05 AM,Viol City Ordinance,Verbal Warning,"Pierce, Basil",625 E Hopkins St
190000000946,1/6/2019  1:10:30 AM,Flagged Down,Arrest,"Alvarado, Manuel",100 N Guadalupe St
190000000947,1/6/2019  1:19:17 AM,Trespassing/Unwanted,Arrest,"Taylor, Michael",1101 Leah Ave
190000000963,1/6/2019  2:23:48 AM,Disturbance - Phys/Fight,Arrest,"Taylor, Michael",1004 Hwy 123
190000000966,1/6/2019  3:02:55 AM,Attempt to Locate,Arrest,"Williams, Jack",River Rd/RR Trestle
190000000969,1/6/2019  3:39:47 AM,Vehicle Theft,Report,"Loring, Elizabeth",1004 N IH 35
190000000977,1/6/2019  5:42:59 AM,Disturbance - Verbal,Multiple Arrest,"Alvarado, Manuel",222 Ramsay St
190000000978,1/6/2019  5:50:10 AM,Assist EMS,Report,"Williams, Jack",1351 Sadler Dr
190000000999,1/6/2019  10:08:37 AM,Accident - Major/Injury,Report,"Daenzer, Matthew",1200blk S IH 35
190000001003,1/6/2019  10:18:44 AM,Theft,Warning,"Collier, Greg",310 S Stagecoach Trl
190000001011,1/6/2019  11:21:05 AM,Burglary - Building,Report,"Dehkordi, John",1800 River Rd
190000001013,1/6/2019  12:01:38 PM,Accident - Minor,Blue Form Issue,"Beller, Paul",730 E Hopkins St
190000001045,1/6/2019  2:37:56 PM,Theft,Refer To COPR,"Collier, Greg",4015 S IH 35
190000001079,1/6/2019  6:52:28 PM,Disturbance - Noise,Verbal Warning,"McGee, Miranda",1101 E River Ridge Pkwy
190000001082,1/6/2019  7:27:37 PM,Theft,Refer To COPR,"Tureaud, Benjamin",1015 Hwy 80
190000001086,1/6/2019  8:09:26 PM,Theft,Refer To COPR,"Tureaud, Benjamin",4015 S IH 35
190000001099,1/6/2019  9:37:34 PM,Accident - Hit and Run,Blue Form Issue,"McGee, Miranda",109 West Ave
190000001103,1/6/2019  9:54:08 PM,Disturbance - Noise,Verbal Warning,"Pierce, Basil",1980 Aquarena Springs Dr
190000001106,1/6/2019  9:58:06 PM,Theft,Citation Issued,"Loring, Elizabeth",1015 Hwy 80
190000001129,1/7/2019  12:00:39 AM,Burglary - Habitation,Arrest,"Taylor, Michael",902 W Hopkins St
190000001162,1/7/2019  8:17:48 AM,Accident - Minor,Blue Form Issue,"Anderson, Dillan",W Hopkins St/Feltner Aly
190000001167,1/7/2019  8:41:51 AM,Criminal Mischief,Report,"Gibson, Kathryn",1251 N IH 35
190000001176,1/7/2019  10:05:16 AM,Fraud,Report,"Rose, Renaldo",518 S Guadalupe St
190000001177,1/7/2019  10:08:58 AM,Investigation,Citation Issued,"Raven, Scott",555 Cheatham St
190000001180,1/7/2019  10:13:21 AM,Mental Health Invest,Report,"Gibson, Kathryn",1606 N IH 35
190000001181,1/7/2019  10:15:16 AM,Assist EMS,Report,"Germer, Christopher",650 River Rd
190000001184,1/7/2019  10:39:33 AM,Animal Call,Ref oth Agncy,,309 Trestle Tree
190000001186,1/7/2019  10:53:07 AM,Identity Theft,Report,"Crook, Daniel",2300 S IH 35
190000001202,1/7/2019  12:16:25 PM,Accident - Minor,Blue Form Issue,"Wooten, Christopher",S Stagecoach Trl/Wonder World Dr
190000001203,1/7/2019  12:17:04 PM,Investigation,Multiple Arrest,"Anderson, Dillan",208 Third St
190000001213,1/7/2019  12:50:42 PM,Disturbance - Phys/Fight,Report,"Marroquin, Christopher",900 Bugg Ln
190000001217,1/7/2019  1:31:38 PM,Disturbance - Noise,Verbal Warning,"Marroquin, Christopher",300blk Lacey Oak Lp
190000001220,1/7/2019  1:39:53 PM,Theft,Report,"Tennant, Casey",2300 S IH 35
190000001227,1/7/2019  2:25:00 PM,Theft,Report,"Tennant, Casey",2300 S IH 35
190000001228,1/7/2019  2:26:19 PM,Suspicious Person,Verbal Warning,"Anderson, Dillan",Bugg Ln/Harper Dr
190000001232,1/7/2019  2:42:33 PM,Accident - Minor,Blue Form Issue,,AXL06065 N SECTOR - AT&T MOBILITYOBILITY
190000001236,1/7/2019  3:05:55 PM,Criminal Mischief,Refer To COPR,"Germer, Christopher",1606 N IH 35
190000001237,1/7/2019  3:08:15 PM,Theft,Detention Juv,"Rose, Renaldo",1506 S IH 35
190000001238,1/7/2019  3:12:38 PM,Burglary - Building,Report,"Marroquin, Christopher",324 Trestle Tree
190000001239,1/7/2019  3:14:52 PM,Mental Health Invest,Report,"Gibson, Kathryn",2300 S IH 35
190000001241,1/7/2019  3:29:22 PM,Disturbance - Verbal,Report,"Anderson, Dillan",1400 River Rd
190000001242,1/7/2019  3:50:22 PM,Investigation,Citation Issued,"Stapp, Cole",600 Cape Rd
190000001254,1/7/2019  5:13:37 PM,Investigation,Citation Issued,"Stapp, Cole",Riverside Dr/Haynes St
190000001303,1/7/2019  9:57:09 PM,Criminal Mischief,Refer To COPR,"Dehkordi, John",1903   River Rd
190000001305,1/7/2019  10:02:05 PM,Disturbance - Noise,Verbal Warning,"Allen, Ashley",N LBJ Dr/Younger St
190000001306,1/7/2019  10:02:14 PM,Disturbance - Noise,Verbal Warning,"Melendrez, Jacinto",1805 Aquarena Springs Dr
190000001331,1/8/2019  12:02:16 AM,Assist Outside Agency,Verbal Warning,"Royal, GeCorrie",200 NB
190000001333,1/8/2019  12:03:01 AM,Pedestrian Stop,Verbal Warning,"Morenz, Darby",1200 Thorpe Ln
190000001355,1/8/2019  4:50:08 AM,Suspicious Person,Arrest,"Williamson, Jamie",503 Springtown Way
190000001372,1/8/2019  7:52:57 AM,Accident - Hit and Run,Blue Form Issue,,N LBJ Dr/E Hopkins St
190000001390,1/8/2019  8:57:48 AM,Mental Health Invest,Report,"Germer, Christopher",120 Bert Brown Rd
190000001405,1/8/2019  11:20:40 AM,Assault,Report,"Rose, Renaldo",1200 N Bishop St
190000001414,1/8/2019  11:50:04 AM,Burglary - Building,Report,"Marroquin, Christopher",1800 River Rd
190000001416,1/8/2019  12:10:35 PM,Accident - Fleet,Report,"Marroquin, Christopher",109 West Ave
190000001429,1/8/2019  1:24:54 PM,Trespassing/Unwanted,Warning,"Anderson, Dillan",1251 N IH 35
190000001430,1/8/2019  1:30:50 PM,Disturbance - Phys/Fight,Citation Issued,"Slaughter, Dustin",121 E De Zavala Dr
190000001435,1/8/2019  1:52:57 PM,Accident - Unknown,Report,"Simkin, Matthew",Wonder World Dr/E Access Rd
190000001447,1/8/2019  2:35:28 PM,Animal Call,Ref oth Agncy,,River Rd/Davis Ln
190000001448,1/8/2019  2:43:12 PM,Trespassing/Unwanted,Verbal Warning,"Anderson, Dillan",817 Chestnut St
190000001456,1/8/2019  3:17:03 PM,Fraud,Report,"Marroquin, Christopher",4015 S IH 35
190000001461,1/8/2019  3:42:19 PM,Theft,Report,"Rose, Renaldo",243 Wonder World Dr
190000001466,1/8/2019  4:02:31 PM,Suspicious Circumstances,Multiple Arrest,"Rose, Renaldo",248 Trestle Tree
190000001477,1/8/2019  4:38:02 PM,Accident - Major/Injury,Report,"Rose, Renaldo",2490 N IH 35
190000001492,1/8/2019  6:36:12 PM,Fireworks,Verbal Warning,"Williams, Tiffany",600 Wonder World Dr
190000001505,1/8/2019  8:05:37 PM,Burglary - Vehicle,Refer To COPR,"Dehkordi, John",1901 N IH 35
190000001507,1/8/2019  8:07:47 PM,Indecent Exposure,Warning,"Bennett, Caitlyn",500blk S Guadalupe St
190000001527,1/8/2019  10:32:13 PM,Credit/Debit Abuse,Report,"Dehkordi, John",1850 Aquarena Springs Dr
190000001528,1/8/2019  10:35:43 PM,Robbery - Agg,Report,"Bennett, Caitlyn",1420 Old Ranch Road 12
190000001535,1/8/2019  11:09:01 PM,Vehicle Theft,Report,"Morenz, Darby",900 Barnes Dr
190000001536,1/8/2019  11:28:11 PM,Theft,Refer To COPR,,1420 Old Ranch Road 12
190000001539,1/8/2019  11:42:54 PM,Disturbance - Noise,Verbal Warning,"Melendrez, Jacinto",1703 N IH 35
190000001541,1/9/2019  12:11:00 AM,Disturbance - Phys/Fight,Arrest,"Melendrez, Jacinto",1701 N IH 35
190000001547,1/9/2019  12:35:40 AM,Investigation,Citation Issued,"Cope, John",120 E San Antonio St
190000001552,1/9/2019  1:03:54 AM,Burglary - Building,Report,"Stephens, Paul",120 E San Antonio St
190000001625,1/9/2019  10:39:43 AM,Theft,Arrest,"Collier, Greg",1015 Hwy 80
190000001630,1/9/2019  12:11:10 PM,Theft,Arrest,"Ellingson, Brian",3939 S IH 35
190000001631,1/9/2019  12:13:52 PM,Mental Health Invest,Report,"Bender, Joyce",1307 Uhland Rd
190000001633,1/9/2019  12:19:50 PM,Accident - Minor,Blue Form Issue,"Anderson, Dillan",913 Hwy 80
190000001642,1/9/2019  12:58:57 PM,Harassment,Report,"Anderson, Dillan",208 Uhland Rd
190000001658,1/9/2019  2:20:33 PM,Theft,Report,"Beller, Paul",2300 S IH 35
190000001662,1/9/2019  2:26:11 PM,Accident - Major/Injury,Report,"Collier, Greg",E Access Rd/E McCarty Ln
190000001670,1/9/2019  3:17:12 PM,Accident - Minor,Blue Form Issue,"Daenzer, Matthew",206 SB
190000001681,1/9/2019  5:41:18 PM,Trespassing/Unwanted,Arrest,"Tureaud, Benjamin",550 Barnes Dr
190000001690,1/9/2019  6:37:04 PM,Theft,Citation Issued,"Loring, Elizabeth",1015 Hwy 80
190000001691,1/9/2019  6:40:14 PM,Mental Health Invest,Report,"Taylor, Michael",1307 Uhland Rd
190000001696,1/9/2019  7:20:11 PM,Solicitors,Verbal Warning,"Loring, Elizabeth",E Access Rd/Hwy 80
190000001702,1/9/2019  7:33:27 PM,Disturbance - Phys/Fight,Ref oth Agncy,,3001 Oak Ledge
190000001708,1/9/2019  8:39:09 PM,Theft,Citation Issued,"Loring, Elizabeth",1015 Hwy 80
190000001733,1/9/2019  11:45:23 PM,Burglary - Habitation,Report,"Williams, Jack",1410 River Rd
190000001757,1/10/2019  2:54:49 AM,Disturbance - Noise,Warning,"Loring, Elizabeth",1111 Avalon Ave
190000001787,1/10/2019  8:49:02 AM,Accident - Unknown,Report,"Daenzer, Matthew",Wonder World Dr/W Access Rd
190000001790,1/10/2019  9:06:20 AM,Death Investigation,Report,"Collier, Greg",601 S C M Allen Pkwy
190000001798,1/10/2019  10:26:59 AM,Controlled Substance,Arrest,"Daenzer, Matthew",1053 Clovis Barker Rd
190000001808,1/10/2019  12:12:09 PM,Odor,Fire Call,"Fassauer, Larry",3700 Hwy 123
190000001814,1/10/2019  1:10:25 PM,Wanted Person,Arrest,"Collier, Greg",2113 River Rd
190000001828,1/10/2019  3:02:38 PM,Public Assist,Refer To COPR,"Tennant, Casey",2300 S IH 35
190000001832,1/10/2019  3:26:18 PM,Theft,Citation Issued,"Collier, Greg",1015 Hwy 80
190000001836,1/10/2019  3:46:06 PM,Theft,Arrest,"Collier, Greg",1015 Hwy 80
190000001843,1/10/2019  4:10:44 PM,Suspicious Person,Arrest,"Taylor, Michael",921 Hwy 80
190000001851,1/10/2019  5:13:06 PM,Mental Health Invest,Report,"Bender, Joyce",1200 N Bishop St
190000001856,1/10/2019  5:27:33 PM,Fraud,Report,"Tennant, Casey",2300 S IH 35
190000001858,1/10/2019  5:35:46 PM,Theft,Report,"McGee, Miranda",3939 S IH 35
190000001894,1/10/2019  8:27:00 PM,Disturbance - Verbal,Report,"Dehkordi, John",518 Franklin Dr
190000001915,1/10/2019  10:05:20 PM,Welfare Concern,Arrest,"Loring, Elizabeth",1011 Wonder World Dr
190000001926,1/10/2019  10:36:05 PM,Attempt to Locate,Arrest,"Loring, Elizabeth",198 NB
190000001938,1/11/2019  12:05:17 AM,Disturbance - Noise,Verbal Warning,"Taylor, Michael",1805 Aquarena Springs Dr
190000001944,1/11/2019  12:46:08 AM,Attempt to Locate,Arrest,"Dehkordi, John",206 NB
190000001972,1/11/2019  2:23:03 AM,Welfare Concern,Arrest,"Alvarado, Manuel",N Fredericksburg St/W Hutchison St
190000001976,1/11/2019  3:02:50 AM,Disturbance - Noise,Verbal Warning,"Dehkordi, John",1701 Mill St
190000001987,1/11/2019  6:25:00 AM,Attempt to Locate,Citation Issued,"Germer, Christopher",210 SB
190000001992,1/11/2019  7:05:15 AM,Theft,Report,"Gibson, Kathryn",1481 Esplanade Pkwy
190000001997,1/11/2019  8:18:16 AM,Trespassing/Unwanted,Warning,"Crook, Daniel",1105 N IH 35
190000001998,1/11/2019  8:29:47 AM,Theft,Report,"Rose, Renaldo",1481 Esplanade Pkwy
190000002010,1/11/2019  10:15:27 AM,Accident - Minor,Arrest,"Marroquin, Christopher",200blk Staples Rd
190000002023,1/11/2019  11:31:28 AM,Accident - Minor,Blue Form Issue,,E Access Rd/Posey Rd
190000002029,1/11/2019  12:04:58 PM,Suspicious Vehicle,Ref oth Agncy,,139 Bogie Dr
190000002037,1/11/2019  12:47:34 PM,Mental Health Invest,Report,"Castillo, DJ",2601 Rattler Rd
190000002045,1/11/2019  1:16:15 PM,Accident - Hit and Run,Blue Form Issue,,E Access Rd/Hwy 123
190000002050,1/11/2019  1:28:59 PM,Viol City Ordinance,Verbal Warning,"Raven, Scott",105 N IH 35
190000002054,1/11/2019  1:41:19 PM,Disturbance - Phys/Fight,Citation Issued,"Germer, Christopher",601 Barbara Dr
190000002071,1/11/2019  3:07:09 PM,Public Assist,Ref oth Agncy,"Tennant, Casey",214 Wilson St
190000002081,1/11/2019  4:38:08 PM,Accident - Minor,Blue Form Issue,"Seals, Bradley",E McCarty Ln/Leah Ave
190000002085,1/11/2019  4:51:34 PM,Wanted Person,Arrest,"Germer, Christopher",1111 Avalon Ave
190000002097,1/11/2019  5:59:26 PM,Sexual Assault,Report,"Seals, Bradley",1301 Wonder World Dr
190000002125,1/11/2019  9:51:54 PM,Welfare Concern,Arrest,"Williamson, Jamie",109 Craddock Ave
190000002139,1/11/2019  11:09:48 PM,Mental Health Invest,Report,"Royal, GeCorrie",1301 Wonder World Dr
190000002170,1/12/2019  1:22:47 AM,Disturbance - Noise,Verbal Warning,"Melendrez, Jacinto",1655 Mill St
190000002179,1/12/2019  2:24:01 AM,Attempt to Locate,Verbal Warning,"Melendrez, Jacinto",202 NB
190000002182,1/12/2019  2:55:28 AM,Disturbance - Phys/Fight,Citation Issued,"Morenz, Darby",2041 S IH 35
190000002200,1/12/2019  7:37:50 AM,Burglary - Vehicle,Report,"Germer, Christopher",1701 N IH 35
190000002223,1/12/2019  10:07:14 AM,Solicitors,Verbal Warning,"Elrod, Candace",Hwy 123/E Access Rd
190000002239,1/12/2019  11:54:10 AM,Investigation,Citation Issued,"Rose, Renaldo",323 Roosevelt St
190000002247,1/12/2019  12:37:59 PM,Theft,Refer To COPR,"Marroquin, Christopher",107 Casita Cv
190000002255,1/12/2019  1:35:37 PM,Threat,Report,"Rose, Renaldo",2300 S IH 35
190000002266,1/12/2019  2:38:53 PM,Theft,Report,"Elrod, Candace",4015 S IH 35
190000002269,1/12/2019  2:45:11 PM,Death Investigation,Report,"Rose, Renaldo",1800 River Rd
